stance_1,stance_2,polarity,timestamp,key,wave
I eat meat three to four times weekly,I am concerned about health effects of meat,negative,2025-12-16T22:00:07.036Z,1fcd68a516b33f04,2
I eat more plant-based options,I desire to be healthier,positive,2025-12-16T22:00:51.352Z,36d1ca03b3d61873,2
I want a good source of protein,I believe lean meats are healthier,positive,2025-12-16T22:00:59.727Z,36d1ca03b3d61873,2
I feel better eating plant-based diets,I sometimes eat lamb or lean steak,negative,2025-12-16T22:01:09.406Z,36d1ca03b3d61873,2
I want a good source of protein,I avoid eating beef and pork,negative,2025-12-16T22:01:15.011Z,36d1ca03b3d61873,2
I enjoy eating meat,I have always eaten meat growing up,positive,2025-12-16T22:13:58.491Z,0d3cc90a72fbaf72,2
I have always eaten meat growing up,I eat meat almost daily,positive,2025-12-16T22:14:02.981Z,0d3cc90a72fbaf72,2
Meat is versatile for meals,Meat is easy to prepare,positive,2025-12-16T22:14:10.606Z,0d3cc90a72fbaf72,2
Meat is accessible to me,Meat is common in my community,positive,2025-12-16T22:14:23.703Z,0d3cc90a72fbaf72,2
Meat is common in my community,My family regularly eats meat,positive,2025-12-16T22:14:27.751Z,0d3cc90a72fbaf72,2
I aim to meet protein goals,I eat meat a few times a week,positive,2025-12-16T22:01:50.092Z,9faec1665116d796,2
I am morally and ethically conflicted,I eat meat a few times a week,negative,2025-12-16T22:02:37.211Z,9faec1665116d796,2
I aim to meet protein goals,I would like to be vegetarian,negative,2025-12-16T22:02:58.148Z,9faec1665116d796,2
Good vegetarian options are limited,I would like to be vegetarian,negative,2025-12-16T22:03:06.477Z,9faec1665116d796,2
Social contacts are concerned about health,I am concerned about environmental impact,positive,2025-12-16T22:23:05.749Z,fabbe87caf2e1c00,2
Social contacts are concerned about environment,Social contacts are concerned about health,positive,2025-12-16T22:23:09.878Z,fabbe87caf2e1c00,2
I cut back on red meat,I am concerned about environmental impact,positive,2025-12-16T22:23:32.741Z,fabbe87caf2e1c00,2
I care about animal rights,Social contacts are concerned about animal rights,positive,2025-12-16T22:23:40.397Z,fabbe87caf2e1c00,2
I cut back on red meat,I have health concerns about red meat,positive,2025-12-16T22:24:03.877Z,fabbe87caf2e1c00,2
Many social contacts are vegetarian,Social contacts are concerned about environment,positive,2025-12-16T22:24:23.104Z,fabbe87caf2e1c00,2
"I eat beef, lamb, pork weekly",I eat fish and chicken,positive,2025-12-16T22:24:31.074Z,fabbe87caf2e1c00,2
I am concerned about environmental impact,Social contacts are concerned about environment,positive,2025-12-16T22:24:57.864Z,fabbe87caf2e1c00,2
Social contacts are concerned about health,"I eat beef, lamb, pork weekly",negative,2025-12-16T22:25:33.300Z,fabbe87caf2e1c00,2
I have health concerns about red meat,"I eat beef, lamb, pork weekly",negative,2025-12-16T22:25:45.121Z,fabbe87caf2e1c00,2
"I eat beef, lamb, pork weekly",Many social contacts are vegetarian,negative,2025-12-16T22:25:57.781Z,fabbe87caf2e1c00,2
I eat fish and chicken,Social contacts are concerned about animal rights,negative,2025-12-16T22:26:08.988Z,fabbe87caf2e1c00,2
I am concerned about environmental impact,"I eat beef, lamb, pork weekly",negative,2025-12-16T22:26:29.561Z,fabbe87caf2e1c00,2
Social contacts are concerned about environment,"I eat beef, lamb, pork weekly",negative,2025-12-16T22:26:46.372Z,fabbe87caf2e1c00,2
I mostly eat chicken,I eat meat regularly,positive,2025-12-16T22:16:28.188Z,2e7d088561cde19d,2
I mostly eat chicken,Chicken is good for me,positive,2025-12-16T22:16:43.363Z,2e7d088561cde19d,2
Most close contacts also eat meat,I mostly eat chicken,positive,2025-12-16T22:16:48.055Z,2e7d088561cde19d,2
Chicken is good for me,I enjoy chicken's versatility and flavors,positive,2025-12-16T22:16:51.966Z,2e7d088561cde19d,2
I mostly eat chicken,I enjoy chicken's versatility and flavors,positive,2025-12-16T22:16:53.738Z,2e7d088561cde19d,2
I am happy with the chicken I eat,I mostly eat chicken,positive,2025-12-16T22:16:57.240Z,2e7d088561cde19d,2
I am happy with the chicken I eat,I enjoy chicken's versatility and flavors,positive,2025-12-16T22:16:59.643Z,2e7d088561cde19d,2
I eat meat regularly,Non-meat options are not reasonably priced,negative,2025-12-16T22:17:21.010Z,2e7d088561cde19d,2
I mostly eat chicken,Non-meat options are not reasonably priced,negative,2025-12-16T22:17:24.145Z,2e7d088561cde19d,2
I avoid eating animal products,I want to maintain good health,positive,2025-12-16T22:49:18.130Z,df3aa70f59b84ff1,2
Meat-eating is a long-standing habit for others,My family supports my vegan lifestyle,positive,2025-12-16T22:49:20.654Z,df3aa70f59b84ff1,2
I love animals,I am a vegan,positive,2025-12-16T22:49:22.850Z,df3aa70f59b84ff1,2
Meat-eating is a long-standing habit for others,I love animals,negative,2025-12-16T22:49:59.096Z,df3aa70f59b84ff1,2
Meat-eating is a long-standing habit for others,I am a vegan,negative,2025-12-16T22:50:02.118Z,df3aa70f59b84ff1,2
I have high blood pressure,I am concerned about kidney health,positive,2025-12-16T22:49:36.401Z,337e9146d26fc3eb,2
I want to lose weight,I have seen excellent results reducing meat,positive,2025-12-16T22:49:41.202Z,337e9146d26fc3eb,2
I want to lose weight,I aim for a healthier diet,positive,2025-12-16T22:49:52.889Z,337e9146d26fc3eb,2
I have seen excellent results reducing meat,I am eating less beef and pork,positive,2025-12-16T22:50:00.217Z,337e9146d26fc3eb,2
I am eating less beef and pork,I prefer lean meats like chicken,positive,2025-12-16T22:50:03.479Z,337e9146d26fc3eb,2
My family values eating in moderation,My family eats whatever I cook,positive,2025-12-16T22:50:08.427Z,337e9146d26fc3eb,2
I am concerned about kidney health,I have high blood pressure,negative,2025-12-16T22:50:53.461Z,337e9146d26fc3eb,2
My family eats whatever I cook,My family values eating in moderation,negative,2025-12-16T22:51:16.104Z,337e9146d26fc3eb,2
I eat some kind of meat daily,I choose lean cuts of beef,positive,2025-12-16T23:00:26.138Z,c0ac91fae56c6ec3,2
I eat some kind of meat daily,I eat chicken and turkey often,positive,2025-12-16T23:00:33.626Z,c0ac91fae56c6ec3,2
I eat some kind of meat daily,I enjoy vegetable-based meals,negative,2025-12-16T23:01:10.740Z,c0ac91fae56c6ec3,2
I enjoy vegetable-based meals,I choose lean cuts of beef,negative,2025-12-16T23:01:20.626Z,c0ac91fae56c6ec3,2
I enjoy vegetable-based meals,I eat chicken and turkey often,negative,2025-12-16T23:01:24.222Z,c0ac91fae56c6ec3,2
I have read articles supporting meat consumption,I believe meat is important for health,positive,2025-12-16T22:54:29.765Z,aa0f860caa6662ef,2
I believe meat is important for health,I try to eat meat every day,positive,2025-12-16T22:54:39.199Z,aa0f860caa6662ef,2
I believe meat is important for health,I want to get enough protein,positive,2025-12-16T22:54:46.452Z,aa0f860caa6662ef,2
I try to eat meat every day,I want to get enough protein,positive,2025-12-16T22:54:48.887Z,aa0f860caa6662ef,2
I want to get enough protein,I try to eat more lean meats,positive,2025-12-16T22:54:54.649Z,aa0f860caa6662ef,2
I have read articles supporting meat consumption,I want to get enough protein,positive,2025-12-16T22:54:58.477Z,aa0f860caa6662ef,2
I avoid eating veal,I feel guilt about animals suffering,positive,2025-12-16T23:02:46.222Z,98326b74d660f5fd,2
I avoid eating veal,I have empathy for animals,positive,2025-12-16T23:02:52.456Z,98326b74d660f5fd,2
I have empathy for animals,I feel guilt about animals suffering,positive,2025-12-16T23:02:54.756Z,98326b74d660f5fd,2
I enjoy familiar comforting foods,I eat meat if I crave it,positive,2025-12-16T23:03:09.055Z,98326b74d660f5fd,2
I enjoy familiar comforting foods,I compartmentalize ethical concerns when eating meat,positive,2025-12-16T23:03:12.322Z,98326b74d660f5fd,2
I eat meat if I crave it,I compartmentalize ethical concerns when eating meat,positive,2025-12-16T23:03:32.239Z,98326b74d660f5fd,2
I eat meat if I crave it,I feel guilt about animals suffering,negative,2025-12-16T23:04:26.637Z,98326b74d660f5fd,2
I eat meat if I crave it,I have empathy for animals,negative,2025-12-16T23:04:37.521Z,98326b74d660f5fd,2
I compartmentalize ethical concerns when eating meat,I feel guilt about animals suffering,negative,2025-12-16T23:04:45.237Z,98326b74d660f5fd,2
I have empathy for animals,I compartmentalize ethical concerns when eating meat,negative,2025-12-16T23:04:53.371Z,98326b74d660f5fd,2
I am motivated by health reasons,I include more plant-based meals,positive,2025-12-16T23:19:14.320Z,7142ee58205c21de,2
I am concerned about environmental impact,I include more plant-based meals,positive,2025-12-16T23:19:30.384Z,7142ee58205c21de,2
Social contacts are motivated by health,Social contacts are eating less meat,positive,2025-12-16T23:20:12.936Z,7142ee58205c21de,2
Social contacts are motivated by environmental concerns,We include more plant-based dishes at gatherings,positive,2025-12-16T23:20:52.160Z,7142ee58205c21de,2
Social contacts are influenced by animal welfare,Social contacts are eating less meat,positive,2025-12-16T23:21:13.712Z,7142ee58205c21de,2
Social contacts are eating less meat,I include more plant-based meals,positive,2025-12-16T23:21:55.624Z,7142ee58205c21de,2
We include more plant-based dishes at gatherings,I include more plant-based meals,positive,2025-12-16T23:22:06.312Z,7142ee58205c21de,2
I include more plant-based meals,I eat meat a few times a week,negative,2025-12-16T23:22:47.440Z,7142ee58205c21de,2
Social contacts are eating less meat,I eat meat a few times a week,negative,2025-12-16T23:23:06.168Z,7142ee58205c21de,2
We include more plant-based dishes at gatherings,I eat meat a few times a week,negative,2025-12-16T23:23:29.704Z,7142ee58205c21de,2
I am motivated by health reasons,I eat meat a few times a week,negative,2025-12-16T23:24:00.023Z,7142ee58205c21de,2
I am concerned about environmental impact,I eat meat a few times a week,negative,2025-12-16T23:24:15.376Z,7142ee58205c21de,2
Meat fills me up,I eat meat at least twice daily,positive,2025-12-16T22:59:14.024Z,8b73e21092f24bd1,2
Meat fills me up,Meat is high in protein,positive,2025-12-16T22:59:18.910Z,8b73e21092f24bd1,2
Meat fills me up,I like the taste of meat,positive,2025-12-16T22:59:29.588Z,8b73e21092f24bd1,2
Meat fills me up,I enjoy eating different kinds of meat,positive,2025-12-16T22:59:48.082Z,8b73e21092f24bd1,2
I enjoy eating different kinds of meat,I tried to avoid meat for diabetes,negative,2025-12-16T23:00:16.742Z,8b73e21092f24bd1,2
I enjoy eating different kinds of meat,I have diabetes concerns,negative,2025-12-16T23:00:25.188Z,8b73e21092f24bd1,2
I considered reducing meat after health issues,I worry meat fat affected my health,positive,2025-12-16T23:52:41.816Z,ab0d4cea5548f80a,2
I like to eat meat,I eat meat four or five times a week,positive,2025-12-16T23:53:04.645Z,ab0d4cea5548f80a,2
My family and friends usually eat meat,I usually eat meat at dinner,positive,2025-12-16T23:53:10.021Z,ab0d4cea5548f80a,2
I like to eat meat,I worry meat fat affected my health,negative,2025-12-16T23:53:42.918Z,ab0d4cea5548f80a,2
I considered reducing meat after health issues,I eat meat four or five times a week,negative,2025-12-16T23:53:51.829Z,ab0d4cea5548f80a,2
I was raised eating meat with most meals,I eat meat four or five times a week,negative,2025-12-16T23:53:54.029Z,ab0d4cea5548f80a,2
I usually eat meat at dinner,Sometimes I make meals with just vegetables,negative,2025-12-16T23:53:59.677Z,ab0d4cea5548f80a,2
My family eats various meats,Social contacts value taste in meat,positive,2025-12-16T23:48:36.169Z,61766c21a780a6d9,2
I prefer low-fat meats,I enjoy the taste of meat,positive,2025-12-16T23:48:49.732Z,61766c21a780a6d9,2
I am not pressured by others' habits,I sometimes eat plant-based meals,positive,2025-12-17T00:40:42.946Z,3307a1b25ba01794,2
I choose familiar meats like chicken or fish,Meat is easy to prepare,positive,2025-12-17T00:41:35.125Z,3307a1b25ba01794,2
I seek balance in my meals,I want variety in my meals,positive,2025-12-17T00:41:57.063Z,3307a1b25ba01794,2
I seek balance in my meals,I am flexible with my food choices,positive,2025-12-17T00:42:30.591Z,3307a1b25ba01794,2
I want variety in my meals,I am flexible with my food choices,positive,2025-12-17T00:43:25.921Z,3307a1b25ba01794,2
Some social contacts eat meat for protein,Social contacts have different eating habits,positive,2025-12-17T00:43:41.902Z,3307a1b25ba01794,2
Social contacts have different eating habits,I am not pressured by others' habits,positive,2025-12-17T00:44:47.825Z,3307a1b25ba01794,2
I sometimes eat plant-based meals,I choose familiar meats like chicken or fish,negative,2025-12-17T00:45:35.091Z,3307a1b25ba01794,2
I eat meat in moderation,I sometimes eat plant-based meals,negative,2025-12-17T00:45:58.236Z,3307a1b25ba01794,2
Some social contacts eat meat for protein,I am not pressured by others' habits,negative,2025-12-17T00:46:12.499Z,3307a1b25ba01794,2
Social contacts have different eating habits,I am not pressured by others' habits,negative,2025-12-17T00:46:26.915Z,3307a1b25ba01794,2
Meat tastes good to me,Getting protein from meat is easy,positive,2025-12-17T00:20:23.859Z,5ed80b15ba44099f,2
I eat whatever meat is available,Getting protein from meat is easy,negative,2025-12-17T00:20:35.603Z,5ed80b15ba44099f,2
My friends and family eat meat,I eat what my family makes for dinner,negative,2025-12-17T00:20:44.967Z,5ed80b15ba44099f,2
Red meat makes you gain weight,Red meat is bad for health,positive,2025-12-17T00:36:18.811Z,37899912f4a5a971,2
I crave meat occasionally,I eat meat every three months,positive,2025-12-17T00:36:22.859Z,37899912f4a5a971,2
Friend showed me how to cook hamburgers,I prefer homemade hamburgers,positive,2025-12-17T00:36:26.370Z,37899912f4a5a971,2
I eat meat every three months,Friend showed me how to cook hamburgers,positive,2025-12-17T00:36:29.682Z,37899912f4a5a971,2
Red meat is bad for health,I prefer homemade hamburgers,negative,2025-12-17T00:36:58.742Z,37899912f4a5a971,2
Red meat is bad for health,I crave meat occasionally,negative,2025-12-17T00:37:14.116Z,37899912f4a5a971,2
I crave meat occasionally,I eat meat every three months,negative,2025-12-17T00:37:24.330Z,37899912f4a5a971,2
Red meat is bad for health,Friend showed me how to cook hamburgers,negative,2025-12-17T00:37:32.490Z,37899912f4a5a971,2
I have health concerns,I steam meat to eat healthier,positive,2025-12-17T00:34:47.232Z,f98f0b882797728b,2
I eat more chicken and fish,I have health concerns,positive,2025-12-17T00:34:52.534Z,f98f0b882797728b,2
I have health concerns,I eat less red meat,positive,2025-12-17T00:34:59.267Z,f98f0b882797728b,2
I believe eating meat is natural,Meat is a source of protein,positive,2025-12-17T00:35:17.841Z,f98f0b882797728b,2
Friends value meat for protein,Meat is a source of protein,positive,2025-12-17T00:35:20.564Z,f98f0b882797728b,2
I have health concerns,Meat is a source of protein,negative,2025-12-17T00:35:50.107Z,f98f0b882797728b,2
Friends value meat for protein,I eat less red meat,negative,2025-12-17T00:36:02.850Z,f98f0b882797728b,2
Childhood habits influence my meat eating,I consider cost when choosing foods,positive,2025-12-17T01:09:26.191Z,95ad60153e77940d,2
I consider cost when choosing foods,Health issues caused me to consider reducing meat,positive,2025-12-17T01:09:28.199Z,95ad60153e77940d,2
Health issues caused me to consider reducing meat,My social circle mostly eats meat,positive,2025-12-17T01:09:31.967Z,95ad60153e77940d,2
My wife's dietary needs limit meat at home,My wife eats a partial vegetarian diet,positive,2025-12-17T01:09:42.119Z,95ad60153e77940d,2
I choose meat for convenience,I grew up eating meat regularly,positive,2025-12-17T01:09:49.488Z,95ad60153e77940d,2
I choose meat for convenience,I prefer the taste of meat,positive,2025-12-17T01:09:57.144Z,95ad60153e77940d,2
My wife eats a partial vegetarian diet,I eat more chicken and turkey at home,positive,2025-12-17T01:10:01.111Z,95ad60153e77940d,2
I consider cost when choosing foods,Health issues caused me to consider reducing meat,negative,2025-12-17T01:10:24.919Z,95ad60153e77940d,2
Health issues caused me to consider reducing meat,My wife's dietary needs limit meat at home,negative,2025-12-17T01:10:27.655Z,95ad60153e77940d,2
My wife eats a partial vegetarian diet,I eat more chicken and turkey at home,negative,2025-12-17T01:10:35.119Z,95ad60153e77940d,2
My wife eats a partial vegetarian diet,My wife's dietary needs limit meat at home,negative,2025-12-17T01:10:40.855Z,95ad60153e77940d,2
I grew up eating meat regularly,My social circle mostly eats meat,negative,2025-12-17T01:10:44.463Z,95ad60153e77940d,2
My social circle mostly eats meat,Childhood habits influence my meat eating,negative,2025-12-17T01:10:53.663Z,95ad60153e77940d,2
I am trying to eat more tofu,I care about animals,positive,2025-12-17T00:48:21.151Z,cde5af9c10e5d7af,2
My family says meat tastes good,My family eats a lot of meat,positive,2025-12-17T00:48:27.740Z,cde5af9c10e5d7af,2
My family eats chicken and pork,My family eats a lot of meat,positive,2025-12-17T00:48:30.286Z,cde5af9c10e5d7af,2
I care about animals,I eat chicken regularly,negative,2025-12-17T00:48:58.199Z,cde5af9c10e5d7af,2
I care about animals,I eat fish sometimes,negative,2025-12-17T00:49:00.484Z,cde5af9c10e5d7af,2
Eating less meat is hard in this economy,I am trying to eat more tofu,negative,2025-12-17T00:49:06.304Z,cde5af9c10e5d7af,2
Eating less meat is hard in this economy,I care about animals,negative,2025-12-17T00:49:08.621Z,cde5af9c10e5d7af,2
I try to eat meat in moderation,My wife also eats meat in moderation,positive,2025-12-17T00:49:37.211Z,8bcf4a8ef4be7cba,2
I avoid factory-farmed meat,I choose meat from trusted local sources,positive,2025-12-17T00:49:44.674Z,8bcf4a8ef4be7cba,2
I like eating meat,I feel unwell after eating too much red meat,positive,2025-12-17T00:49:49.666Z,8bcf4a8ef4be7cba,2
I like eating meat,I try to eat meat in moderation,negative,2025-12-17T00:50:19.470Z,8bcf4a8ef4be7cba,2
I want to get enough protein,I eat meat with most dinners,positive,2025-12-17T01:14:13.830Z,5c9113c3b7df8e3e,2
I want to get enough protein,Protein consciousness is common in my community,positive,2025-12-17T01:14:49.776Z,5c9113c3b7df8e3e,2
Cheese causes digestive issues for me,I want to get enough protein,negative,2025-12-17T01:15:36.900Z,5c9113c3b7df8e3e,2
I dislike yogurt,I want to get enough protein,negative,2025-12-17T01:16:02.068Z,5c9113c3b7df8e3e,2
I want to get enough protein,My husband dislikes veggie burgers,negative,2025-12-17T01:16:03.016Z,5c9113c3b7df8e3e,2
I do not buy ground beef,I want to remain healthy,positive,2025-12-17T01:31:49.058Z,dad40041f6cb7ef4,2
Veggie substitutes are easy to buy,I use vegetable substitutes,positive,2025-12-17T01:31:59.091Z,dad40041f6cb7ef4,2
I want to remain healthy,Veggie substitutes are easy to buy,positive,2025-12-17T01:32:06.059Z,dad40041f6cb7ef4,2
I want to remain healthy,I eat chicken and fish,positive,2025-12-17T01:32:12.563Z,dad40041f6cb7ef4,2
I want to remain healthy,I eat pork sausage daily,negative,2025-12-17T01:33:36.711Z,dad40041f6cb7ef4,2
I use vegetable substitutes,I eat chicken and fish,negative,2025-12-17T01:33:52.207Z,dad40041f6cb7ef4,2
I want to try more plant-based recipes,I feel better eating less meat,positive,2025-12-17T01:23:51.668Z,086ecf273585a9a4,2
I feel better eating less meat,I experience health concerns,positive,2025-12-17T01:24:03.791Z,086ecf273585a9a4,2
I have a large freezer,I have limited refrigerator space,positive,2025-12-17T01:24:14.786Z,086ecf273585a9a4,2
I experience environmental concerns,I eat meat five to six days weekly,positive,2025-12-17T01:24:26.802Z,086ecf273585a9a4,2
I lack storage for fresh vegetables,I have limited refrigerator space,positive,2025-12-17T01:24:46.612Z,086ecf273585a9a4,2
I purchase meat because it is easy to freeze,I have a large freezer,positive,2025-12-17T01:24:58.046Z,086ecf273585a9a4,2
I want to try more plant-based recipes,I eat meat five to six days weekly,negative,2025-12-17T01:25:41.683Z,086ecf273585a9a4,2
I eat meat five to six days weekly,I feel better eating less meat,negative,2025-12-17T01:25:50.710Z,086ecf273585a9a4,2
I experience health concerns,I eat meat five to six days weekly,negative,2025-12-17T01:25:54.439Z,086ecf273585a9a4,2
I eat meat five to six days weekly,I experience environmental concerns,negative,2025-12-17T01:26:05.707Z,086ecf273585a9a4,2
I lack storage for fresh vegetables,I want to try more plant-based recipes,negative,2025-12-17T01:26:49.687Z,086ecf273585a9a4,2
I want to try more plant-based recipes,I purchase meat because it is easy to freeze,negative,2025-12-17T01:27:01.755Z,086ecf273585a9a4,2
My family eats meat all the time,Food is a central family event,positive,2025-12-17T01:36:10.388Z,e4829fb39326588e,2
My family eats meat all the time,I grew up eating meat daily,positive,2025-12-17T01:36:13.827Z,e4829fb39326588e,2
My family eats meat all the time,I eat meat every day,positive,2025-12-17T01:36:18.486Z,e4829fb39326588e,2
I grew up eating meat daily,I eat meat every day,positive,2025-12-17T01:36:19.921Z,e4829fb39326588e,2
I eat meat every day,I enjoy eating meat,positive,2025-12-17T01:36:24.809Z,e4829fb39326588e,2
I eat meat every day,I am aware of animal welfare concerns,negative,2025-12-17T01:37:03.284Z,e4829fb39326588e,2
I eat a balanced diet including meat,I eat meat three days a week,positive,2025-12-17T01:51:43.052Z,f003c96b131253d6,2
Family medical history discourages red meat,A family member only eats white meat,positive,2025-12-17T01:51:49.647Z,f003c96b131253d6,2
I mostly cook white meat for the family,A family member only eats white meat,positive,2025-12-17T01:51:54.268Z,f003c96b131253d6,2
I eat a balanced diet including meat,I am not picky with food,positive,2025-12-17T01:52:19.890Z,f003c96b131253d6,2
I mostly cook white meat for the family,I eat meat three days a week,positive,2025-12-17T01:52:54.186Z,f003c96b131253d6,2
Family medical history discourages red meat,I am not picky with food,negative,2025-12-17T01:54:21.457Z,f003c96b131253d6,2
I eat a balanced diet including meat,A family member only eats white meat,negative,2025-12-17T01:54:39.561Z,f003c96b131253d6,2
Social contacts were taught to eat meat,I was raised eating meat,positive,2025-12-17T02:34:29.403Z,3715bc392d7a07ee,2
I was raised eating meat,I eat all kinds of meat,positive,2025-12-17T02:34:33.171Z,3715bc392d7a07ee,2
I was raised eating meat,My family and friends eat meat,positive,2025-12-17T02:34:34.349Z,3715bc392d7a07ee,2
Social contacts were taught to eat meat,My family and friends eat meat,positive,2025-12-17T02:34:37.370Z,3715bc392d7a07ee,2
My family and friends eat meat,I eat all kinds of meat,positive,2025-12-17T02:34:38.754Z,3715bc392d7a07ee,2
I eat all kinds of meat,Social contacts were taught to eat meat,positive,2025-12-17T02:34:39.869Z,3715bc392d7a07ee,2
I was raised eating meat,Husband considered eating less meat,negative,2025-12-17T02:35:03.323Z,3715bc392d7a07ee,2
I eat all kinds of meat,Husband considered eating less meat,negative,2025-12-17T02:35:05.535Z,3715bc392d7a07ee,2
Husband considered eating less meat,My family and friends eat meat,negative,2025-12-17T02:35:10.248Z,3715bc392d7a07ee,2
Husband considered eating less meat,Social contacts were taught to eat meat,negative,2025-12-17T02:35:12.533Z,3715bc392d7a07ee,2
Meat satisfies my cravings,I eat meat every single day,positive,2025-12-17T03:06:33.055Z,649f1789cf99857f,2
Meat satisfies my cravings,Meat fills me up and energizes me,positive,2025-12-17T03:06:35.614Z,649f1789cf99857f,2
Meat fills me up and energizes me,I eat meat every single day,positive,2025-12-17T03:06:37.506Z,649f1789cf99857f,2
Meat satisfies my cravings,I am currently obsessed with meat,positive,2025-12-17T03:06:42.009Z,649f1789cf99857f,2
Meat fills me up and energizes me,I am currently obsessed with meat,positive,2025-12-17T03:06:44.116Z,649f1789cf99857f,2
I eat meat every single day,I am currently obsessed with meat,positive,2025-12-17T03:06:46.708Z,649f1789cf99857f,2
I am considering cutting pork out,Family members avoid pork,positive,2025-12-17T03:06:52.727Z,649f1789cf99857f,2
Family advises me to avoid pork,Family members avoid pork,positive,2025-12-17T03:06:56.006Z,649f1789cf99857f,2
I want to cleanse and fast,I am considering cutting pork out,positive,2025-12-17T03:07:00.769Z,649f1789cf99857f,2
I lost weight and wanted nutrients,Meat satisfies my cravings,positive,2025-12-17T03:07:11.987Z,649f1789cf99857f,2
Family advises me to avoid pork,I am considering cutting pork out,positive,2025-12-17T03:07:21.300Z,649f1789cf99857f,2
I want to cleanse and fast,I eat meat every single day,negative,2025-12-17T03:07:44.067Z,649f1789cf99857f,2
Meat satisfies my cravings,I want to cleanse and fast,negative,2025-12-17T03:07:46.738Z,649f1789cf99857f,2
Meat fills me up and energizes me,I want to cleanse and fast,negative,2025-12-17T03:07:48.814Z,649f1789cf99857f,2
I am currently obsessed with meat,I want to cleanse and fast,negative,2025-12-17T03:07:51.330Z,649f1789cf99857f,2
I am considering cutting pork out,I eat meat every single day,negative,2025-12-17T03:07:58.296Z,649f1789cf99857f,2
I am considering cutting pork out,Meat satisfies my cravings,negative,2025-12-17T03:08:00.954Z,649f1789cf99857f,2
I am considering cutting pork out,Meat fills me up and energizes me,negative,2025-12-17T03:08:02.827Z,649f1789cf99857f,2
I am considering cutting pork out,I am currently obsessed with meat,negative,2025-12-17T03:08:05.183Z,649f1789cf99857f,2
Family advises me to avoid pork,I eat meat every single day,negative,2025-12-17T03:08:09.436Z,649f1789cf99857f,2
Family advises me to avoid pork,I am currently obsessed with meat,negative,2025-12-17T03:08:14.140Z,649f1789cf99857f,2
Doctor advised me to reduce red meat,I am trying to cut back on meat,positive,2025-12-17T02:45:19.340Z,3a4931c85b6bb77d,2
I want to lower my cholesterol,I am trying to cut back on meat,positive,2025-12-17T02:45:28.868Z,3a4931c85b6bb77d,2
My family supports me eating less meat,I am trying to cut back on meat,positive,2025-12-17T02:45:36.628Z,3a4931c85b6bb77d,2
I am trying to cut back on meat,I have cravings for meat,negative,2025-12-17T02:45:46.269Z,3a4931c85b6bb77d,2
Meat is part of family tradition,I am trying to cut back on meat,negative,2025-12-17T02:45:50.621Z,3a4931c85b6bb77d,2
I have always eaten meat with every meal,I am trying to cut back on meat,negative,2025-12-17T02:45:52.281Z,3a4931c85b6bb77d,2
Most family meals include meat,I am trying to cut back on meat,negative,2025-12-17T02:45:53.973Z,3a4931c85b6bb77d,2
I try to have a protein source daily,My aunt emphasized healthy eating habits,positive,2025-12-17T03:54:06.774Z,2b66cc6ef7bd17ea,2
My family ate meat in moderation,My aunt emphasized healthy eating habits,positive,2025-12-17T03:54:12.915Z,2b66cc6ef7bd17ea,2
I eat chicken and turkey regularly,I try to have a protein source daily,positive,2025-12-17T03:54:26.878Z,2b66cc6ef7bd17ea,2
Affordability limits access to high-quality meat,My aunt emphasized healthy eating habits,negative,2025-12-17T03:56:02.751Z,2b66cc6ef7bd17ea,2
Affordability limits access to high-quality meat,I try to have a protein source daily,negative,2025-12-17T03:56:07.148Z,2b66cc6ef7bd17ea,2
I eat less beef due to mad cow disease,I try to have a protein source daily,negative,2025-12-17T03:56:46.512Z,2b66cc6ef7bd17ea,2
My family ate meat in moderation,I try to have a protein source daily,negative,2025-12-17T03:57:11.784Z,2b66cc6ef7bd17ea,2
I value meat for protein and nutrients,I eat meat when it is available,positive,2025-12-17T04:01:31.405Z,01d6c865ad629e1f,2
My family eats similar amounts of meat as me,I eat meat when it is available,positive,2025-12-17T04:01:38.356Z,01d6c865ad629e1f,2
I don't seek out meat,I sometimes prefer foods other than meat,positive,2025-12-17T04:01:41.688Z,01d6c865ad629e1f,2
I eat meat when it is available,I sometimes prefer foods other than meat,negative,2025-12-17T04:01:58.450Z,01d6c865ad629e1f,2
I eat meat when it is available,I don't seek out meat,negative,2025-12-17T04:02:03.545Z,01d6c865ad629e1f,2
Meat is part of my family's diet,I have eaten meat since childhood,positive,2025-12-17T03:58:53.070Z,1c2579f87fb55244,2
I have eaten meat since childhood,Most people I know eat meat,positive,2025-12-17T03:58:59.846Z,1c2579f87fb55244,2
Most people I know eat meat,I eat chicken regularly,positive,2025-12-17T03:59:09.040Z,1c2579f87fb55244,2
I eat chicken regularly,Meat is widely available in restaurants,positive,2025-12-17T03:59:11.806Z,1c2579f87fb55244,2
Meat is widely available in restaurants,I rarely eat steak,positive,2025-12-17T03:59:15.649Z,1c2579f87fb55244,2
I rarely eat steak,I have questions about meat and climate change,positive,2025-12-17T03:59:20.380Z,1c2579f87fb55244,2
Meat is part of my family's diet,I have eaten meat since childhood,negative,2025-12-17T03:59:44.318Z,1c2579f87fb55244,2
I have eaten meat since childhood,I eat chicken regularly,negative,2025-12-17T03:59:56.299Z,1c2579f87fb55244,2
I eat chicken regularly,Most people I know eat meat,negative,2025-12-17T03:59:58.497Z,1c2579f87fb55244,2
