stance_1,stance_2,polarity,explicitness,strength,key,wave
I feel guilt about animals suffering,I have empathy for animals,positive,explicit,100,98326b74d660f5fd,2
I am concerned about environmental impact,I am motivated by health reasons,positive,explicit,80,7142ee58205c21de,2
I am concerned about environmental impact,I include more plant-based meals,positive,explicit,85,7142ee58205c21de,2
I am concerned about environmental impact,We include more plant-based dishes at gatherings,positive,implicit,70,7142ee58205c21de,2
I am concerned about environmental impact,Social contacts are motivated by environmental concerns,positive,explicit,90,7142ee58205c21de,2
I am motivated by health reasons,I include more plant-based meals,positive,explicit,90,7142ee58205c21de,2
I am motivated by health reasons,We include more plant-based dishes at gatherings,positive,implicit,65,7142ee58205c21de,2
I am motivated by health reasons,Social contacts are motivated by health,positive,explicit,90,7142ee58205c21de,2
I include more plant-based meals,I eat meat a few times a week,positive,explicit,60,7142ee58205c21de,2
I include more plant-based meals,We include more plant-based dishes at gatherings,positive,explicit,90,7142ee58205c21de,2
I include more plant-based meals,Social contacts are eating less meat,positive,implicit,65,7142ee58205c21de,2
I include more plant-based meals,Social contacts are influenced by animal welfare,positive,implicit,40,7142ee58205c21de,2
I include more plant-based meals,Social contacts are motivated by environmental concerns,positive,implicit,60,7142ee58205c21de,2
I include more plant-based meals,Social contacts are motivated by health,positive,implicit,60,7142ee58205c21de,2
Social contacts are eating less meat,We include more plant-based dishes at gatherings,positive,explicit,90,7142ee58205c21de,2
Social contacts are eating less meat,Social contacts are influenced by animal welfare,positive,explicit,70,7142ee58205c21de,2
Social contacts are eating less meat,Social contacts are motivated by environmental concerns,positive,explicit,70,7142ee58205c21de,2
Social contacts are eating less meat,Social contacts are motivated by health,positive,explicit,70,7142ee58205c21de,2
Social contacts are influenced by animal welfare,We include more plant-based dishes at gatherings,positive,implicit,40,7142ee58205c21de,2
Social contacts are motivated by environmental concerns,We include more plant-based dishes at gatherings,positive,implicit,60,7142ee58205c21de,2
Social contacts are motivated by health,We include more plant-based dishes at gatherings,positive,implicit,60,7142ee58205c21de,2
I eat meat at least twice daily,I enjoy eating different kinds of meat,positive,implicit,75,8b73e21092f24bd1,2
I eat meat at least twice daily,I like the taste of meat,positive,implicit,60,8b73e21092f24bd1,2
I eat meat at least twice daily,Meat fills me up,positive,implicit,65,8b73e21092f24bd1,2
I eat meat at least twice daily,Meat is high in protein,positive,implicit,60,8b73e21092f24bd1,2
I enjoy eating different kinds of meat,I like the taste of meat,positive,explicit,80,8b73e21092f24bd1,2
I enjoy eating different kinds of meat,Meat fills me up,positive,implicit,40,8b73e21092f24bd1,2
I enjoy eating different kinds of meat,Meat is high in protein,positive,implicit,35,8b73e21092f24bd1,2
I have diabetes concerns,I tried to avoid meat for diabetes,positive,explicit,95,8b73e21092f24bd1,2
I have diabetes concerns,It is difficult for me to avoid meat,positive,explicit,45,8b73e21092f24bd1,2
I like the taste of meat,It is difficult for me to avoid meat,positive,implicit,80,8b73e21092f24bd1,2
I eat meat at least twice daily,It is difficult for me to avoid meat,positive,explicit,75,8b73e21092f24bd1,2
I tried to avoid meat for diabetes,It is difficult for me to avoid meat,positive,explicit,95,8b73e21092f24bd1,2
Eating meat is a family tradition,My family eats meat with me,positive,explicit,90,8b73e21092f24bd1,2
I eat meat at least twice daily,Eating meat is a family tradition,positive,implicit,70,8b73e21092f24bd1,2
I eat meat at least twice daily,My family eats meat with me,positive,explicit,90,8b73e21092f24bd1,2
Eating meat is a family tradition,I enjoy eating different kinds of meat,positive,implicit,60,8b73e21092f24bd1,2
Eating meat is a family tradition,It is difficult for me to avoid meat,positive,implicit,60,8b73e21092f24bd1,2
I have diabetes concerns,I eat meat at least twice daily,negative,implicit,40,8b73e21092f24bd1,2
I have diabetes concerns,I like the taste of meat,negative,implicit,30,8b73e21092f24bd1,2
I have diabetes concerns,Meat fills me up,negative,implicit,25,8b73e21092f24bd1,2
I have diabetes concerns,Eating meat is a family tradition,negative,implicit,40,8b73e21092f24bd1,2
I tried to avoid meat for diabetes,Eating meat is a family tradition,negative,explicit,50,8b73e21092f24bd1,2
I considered reducing meat after health issues,I eat meat four or five times a week,negative,explicit,80,ab0d4cea5548f80a,2
I considered reducing meat after health issues,I like to eat meat,negative,explicit,60,ab0d4cea5548f80a,2
I considered reducing meat after health issues,I worry meat fat affected my health,positive,explicit,100,ab0d4cea5548f80a,2
I eat meat four or five times a week,I like to eat meat,positive,explicit,95,ab0d4cea5548f80a,2
I eat meat four or five times a week,I usually eat meat at dinner,positive,explicit,90,ab0d4cea5548f80a,2
I like to eat meat,I usually eat meat at dinner,positive,explicit,70,ab0d4cea5548f80a,2
I like to eat meat,I was raised eating meat with most meals,positive,explicit,85,ab0d4cea5548f80a,2
I like to eat meat,My family and friends usually eat meat,positive,implicit,40,ab0d4cea5548f80a,2
I usually eat meat at dinner,I was raised eating meat with most meals,positive,implicit,60,ab0d4cea5548f80a,2
I was raised eating meat with most meals,My family and friends usually eat meat,positive,explicit,70,ab0d4cea5548f80a,2
I like to eat meat,Sometimes I make meals with just vegetables,negative,explicit,40,ab0d4cea5548f80a,2
I was raised eating meat with most meals,Sometimes I make meals with just vegetables,negative,implicit,25,ab0d4cea5548f80a,2
"I eat ground turkey, chicken, and catfish",I enjoy the taste of meat,positive,explicit,85,61766c21a780a6d9,2
"I eat ground turkey, chicken, and catfish",I prefer cheap meats,positive,explicit,90,61766c21a780a6d9,2
"I eat ground turkey, chicken, and catfish",I prefer low-fat meats,positive,explicit,80,61766c21a780a6d9,2
"I eat ground turkey, chicken, and catfish",I value filling foods,positive,explicit,85,61766c21a780a6d9,2
I enjoy the taste of meat,I prefer low-fat meats,positive,explicit,70,61766c21a780a6d9,2
I enjoy the taste of meat,I prefer cheap meats,positive,implicit,40,61766c21a780a6d9,2
I enjoy the taste of meat,I value filling foods,positive,implicit,35,61766c21a780a6d9,2
I prefer cheap meats,I value filling foods,positive,explicit,80,61766c21a780a6d9,2
I prefer low-fat meats,I value filling foods,positive,implicit,30,61766c21a780a6d9,2
I enjoy the taste of meat,My family eats various meats,positive,implicit,50,61766c21a780a6d9,2
My family eats various meats,Social contacts value taste in meat,positive,explicit,85,61766c21a780a6d9,2
I am flexible with my food choices,I am not pressured by others' habits,positive,explicit,90,3307a1b25ba01794,2
I am flexible with my food choices,I seek balance in my meals,positive,explicit,80,3307a1b25ba01794,2
I am flexible with my food choices,I sometimes eat plant-based meals,positive,implicit,65,3307a1b25ba01794,2
I am flexible with my food choices,I eat meat in moderation,positive,explicit,65,3307a1b25ba01794,2
I am flexible with my food choices,I want variety in my meals,positive,explicit,70,3307a1b25ba01794,2
I am flexible with my food choices,Social contacts have different eating habits,positive,explicit,65,3307a1b25ba01794,2
I am not pressured by others' habits,Social contacts have different eating habits,positive,explicit,90,3307a1b25ba01794,2
I choose familiar meats like chicken or fish,Meat is easy to prepare,positive,explicit,80,3307a1b25ba01794,2
I choose familiar meats like chicken or fish,I eat meat in moderation,positive,implicit,40,3307a1b25ba01794,2
I choose familiar meats like chicken or fish,I seek balance in my meals,positive,implicit,45,3307a1b25ba01794,2
I eat meat in moderation,I seek balance in my meals,positive,explicit,80,3307a1b25ba01794,2
I eat meat in moderation,I sometimes eat plant-based meals,positive,explicit,85,3307a1b25ba01794,2
I eat meat in moderation,I want variety in my meals,positive,explicit,80,3307a1b25ba01794,2
I seek balance in my meals,I sometimes eat plant-based meals,positive,explicit,75,3307a1b25ba01794,2
I seek balance in my meals,I want variety in my meals,positive,explicit,70,3307a1b25ba01794,2
I seek balance in my meals,Social contacts have different eating habits,positive,explicit,70,3307a1b25ba01794,2
I sometimes eat plant-based meals,I want variety in my meals,positive,explicit,85,3307a1b25ba01794,2
I sometimes eat plant-based meals,Social contacts have different eating habits,positive,implicit,40,3307a1b25ba01794,2
I want variety in my meals,Social contacts have different eating habits,positive,explicit,60,3307a1b25ba01794,2
Social contacts have different eating habits,Some social contacts eat meat for protein,positive,explicit,80,3307a1b25ba01794,2
Eating meat is a family habit,I eat what my family makes for dinner,positive,explicit,95,5ed80b15ba44099f,2
Eating meat is a family habit,I eat whatever meat is available,positive,implicit,60,5ed80b15ba44099f,2
Eating meat is a family habit,Meat tastes good to me,positive,implicit,35,5ed80b15ba44099f,2
Eating meat is a family habit,My friends and family eat meat,positive,explicit,90,5ed80b15ba44099f,2
Eating meat is a family habit,Getting protein from meat is easy,positive,implicit,30,5ed80b15ba44099f,2
I eat what my family makes for dinner,I eat whatever meat is available,positive,explicit,80,5ed80b15ba44099f,2
I eat what my family makes for dinner,Meat tastes good to me,positive,implicit,25,5ed80b15ba44099f,2
I eat what my family makes for dinner,My friends and family eat meat,positive,explicit,75,5ed80b15ba44099f,2
I eat what my family makes for dinner,Getting protein from meat is easy,positive,implicit,30,5ed80b15ba44099f,2
I eat what my family makes for dinner,Meat tastes good to me,positive,implicit,25,5ed80b15ba44099f,2
I eat what my family makes for dinner,My friends and family eat meat,positive,explicit,80,5ed80b15ba44099f,2
I eat whatever meat is available,Meat tastes good to me,positive,explicit,75,5ed80b15ba44099f,2
I eat whatever meat is available,Getting protein from meat is easy,positive,explicit,65,5ed80b15ba44099f,2
I eat whatever meat is available,My friends and family eat meat,positive,explicit,75,5ed80b15ba44099f,2
Meat tastes good to me,Getting protein from meat is easy,positive,explicit,85,5ed80b15ba44099f,2
Meat tastes good to me,My friends and family eat meat,positive,implicit,40,5ed80b15ba44099f,2
Getting protein from meat is easy,My friends and family eat meat,positive,implicit,30,5ed80b15ba44099f,2
I crave meat occasionally,I eat meat every three months,positive,explicit,90,37899912f4a5a971,2
I crave meat occasionally,I prefer homemade hamburgers,positive,explicit,65,37899912f4a5a971,2
I eat meat every three months,I prefer homemade hamburgers,positive,explicit,60,37899912f4a5a971,2
Red meat is bad for health,Red meat makes you gain weight,positive,explicit,80,37899912f4a5a971,2
I eat meat every three months,Red meat is bad for health,positive,implicit,50,37899912f4a5a971,2
I eat meat every three months,Red meat makes you gain weight,positive,implicit,45,37899912f4a5a971,2
I crave meat occasionally,Red meat is bad for health,negative,implicit,40,37899912f4a5a971,2
I eat less red meat,I eat more chicken and fish,positive,explicit,90,f98f0b882797728b,2
I eat less red meat,I have health concerns,positive,explicit,95,f98f0b882797728b,2
I eat less red meat,I steam meat to eat healthier,positive,implicit,65,f98f0b882797728b,2
I eat more chicken and fish,I have health concerns,positive,explicit,90,f98f0b882797728b,2
I eat more chicken and fish,I steam meat to eat healthier,positive,implicit,60,f98f0b882797728b,2
I have health concerns,I steam meat to eat healthier,positive,explicit,93,f98f0b882797728b,2
I believe eating meat is natural,Meat is a source of protein,positive,explicit,80,f98f0b882797728b,2
Friends value meat for protein,Meat is a source of protein,positive,explicit,85,f98f0b882797728b,2
Friends value meat for protein,I believe eating meat is natural,positive,explicit,72,f98f0b882797728b,2
I have health concerns,I believe eating meat is natural,negative,implicit,25,f98f0b882797728b,2
Childhood habits influence my meat eating,I grew up eating meat regularly,positive,explicit,95,95ad60153e77940d,2
Childhood habits influence my meat eating,I prefer the taste of meat,positive,implicit,70,95ad60153e77940d,2
Childhood habits influence my meat eating,I choose meat for convenience,positive,implicit,40,95ad60153e77940d,2
Childhood habits influence my meat eating,My social circle mostly eats meat,positive,implicit,30,95ad60153e77940d,2
Health issues caused me to consider reducing meat,I eat more chicken and turkey at home,positive,implicit,25,95ad60153e77940d,2
Health issues caused me to consider reducing meat,I grew up eating meat regularly,negative,implicit,65,95ad60153e77940d,2
Health issues caused me to consider reducing meat,I prefer the taste of meat,negative,implicit,60,95ad60153e77940d,2
Health issues caused me to consider reducing meat,I choose meat for convenience,negative,implicit,35,95ad60153e77940d,2
Health issues caused me to consider reducing meat,My wife's dietary needs limit meat at home,positive,implicit,25,95ad60153e77940d,2
Health issues caused me to consider reducing meat,My wife eats a partial vegetarian diet,positive,implicit,30,95ad60153e77940d,2
Health issues caused me to consider reducing meat,I consider cost when choosing foods,negative,implicit,25,95ad60153e77940d,2
I choose meat for convenience,I prefer the taste of meat,positive,explicit,90,95ad60153e77940d,2
I choose meat for convenience,My social circle mostly eats meat,positive,implicit,40,95ad60153e77940d,2
I grew up eating meat regularly,I prefer the taste of meat,positive,explicit,85,95ad60153e77940d,2
I grew up eating meat regularly,My social circle mostly eats meat,positive,implicit,40,95ad60153e77940d,2
I grew up eating meat regularly,My wife eats a partial vegetarian diet,negative,explicit,40,95ad60153e77940d,2
I eat more chicken and turkey at home,My wife's dietary needs limit meat at home,positive,explicit,95,95ad60153e77940d,2
I eat more chicken and turkey at home,My wife eats a partial vegetarian diet,positive,explicit,80,95ad60153e77940d,2
I eat more chicken and turkey at home,I consider cost when choosing foods,positive,implicit,25,95ad60153e77940d,2
I prefer the taste of meat,My social circle mostly eats meat,positive,implicit,30,95ad60153e77940d,2
I prefer the taste of meat,My wife eats a partial vegetarian diet,negative,explicit,35,95ad60153e77940d,2
I prefer the taste of meat,My wife's dietary needs limit meat at home,negative,explicit,55,95ad60153e77940d,2
I choose meat for convenience,I consider cost when choosing foods,positive,explicit,70,95ad60153e77940d,2
I consider cost when choosing foods,My wife eats a partial vegetarian diet,negative,explicit,80,95ad60153e77940d,2
My social circle mostly eats meat,My wife's dietary needs limit meat at home,negative,implicit,20,95ad60153e77940d,2
My wife eats a partial vegetarian diet,My wife's dietary needs limit meat at home,positive,explicit,100,95ad60153e77940d,2
Eating less meat is hard in this economy,I am trying to eat more tofu,negative,explicit,70,cde5af9c10e5d7af,2
Eating less meat is hard in this economy,I care about animals,negative,implicit,60,cde5af9c10e5d7af,2
I am trying to eat more tofu,I care about animals,positive,explicit,90,cde5af9c10e5d7af,2
I am trying to eat more tofu,I eat chicken regularly,negative,implicit,45,cde5af9c10e5d7af,2
I am trying to eat more tofu,I eat fish sometimes,negative,implicit,40,cde5af9c10e5d7af,2
I care about animals,I eat chicken regularly,negative,explicit,80,cde5af9c10e5d7af,2
I care about animals,I eat fish sometimes,negative,explicit,75,cde5af9c10e5d7af,2
My family eats a lot of meat,My family eats chicken and pork,positive,explicit,95,cde5af9c10e5d7af,2
My family eats a lot of meat,My family says meat tastes good,positive,explicit,90,cde5af9c10e5d7af,2
I care about animals,My family eats a lot of meat,negative,explicit,70,cde5af9c10e5d7af,2
I care about animals,My family says meat tastes good,negative,explicit,60,cde5af9c10e5d7af,2
I avoid factory-farmed meat,I choose meat from trusted local sources,positive,explicit,95,8bcf4a8ef4be7cba,2
I avoid factory-farmed meat,I grew up on a farm,positive,explicit,80,8bcf4a8ef4be7cba,2
I avoid factory-farmed meat,I try to eat meat in moderation,positive,implicit,30,8bcf4a8ef4be7cba,2
I choose meat from trusted local sources,I grew up on a farm,positive,explicit,90,8bcf4a8ef4be7cba,2
I choose meat from trusted local sources,I try to eat meat in moderation,positive,implicit,30,8bcf4a8ef4be7cba,2
I feel unwell after eating too much red meat,I try to eat meat in moderation,positive,explicit,95,8bcf4a8ef4be7cba,2
I feel unwell after eating too much red meat,I like eating meat,negative,explicit,60,8bcf4a8ef4be7cba,2
I grew up on a farm,I like eating meat,positive,explicit,60,8bcf4a8ef4be7cba,2
I grew up on a farm,I try to eat meat in moderation,positive,explicit,35,8bcf4a8ef4be7cba,2
I like eating meat,I try to eat meat in moderation,negative,implicit,40,8bcf4a8ef4be7cba,2
I like eating meat,My wife also eats meat in moderation,positive,implicit,25,8bcf4a8ef4be7cba,2
I try to eat meat in moderation,My wife also eats meat in moderation,positive,explicit,85,8bcf4a8ef4be7cba,2
Cheese causes digestive issues for me,I want to get enough protein,positive,explicit,70,5c9113c3b7df8e3e,2
Extra fat is not good for my liver,I am concerned about too much fat,positive,explicit,85,5c9113c3b7df8e3e,2
Extra fat is not good for my liver,I plan to cut fatty meats,positive,explicit,90,5c9113c3b7df8e3e,2
I am concerned about too much fat,I plan to cut fatty meats,positive,explicit,85,5c9113c3b7df8e3e,2
I dislike yogurt,I want to get enough protein,positive,explicit,70,5c9113c3b7df8e3e,2
I eat meat with most dinners,I want to get enough protein,positive,explicit,80,5c9113c3b7df8e3e,2
I want to get enough protein,My husband dislikes veggie burgers,positive,explicit,75,5c9113c3b7df8e3e,2
I want to get enough protein,Protein consciousness is common in my community,positive,explicit,65,5c9113c3b7df8e3e,2
I do not buy ground beef,I use vegetable substitutes,positive,explicit,90,dad40041f6cb7ef4,2
I do not buy ground beef,I want to remain healthy,positive,explicit,95,dad40041f6cb7ef4,2
I do not buy ground beef,Veggie substitutes are easy to buy,positive,explicit,75,dad40041f6cb7ef4,2
I use vegetable substitutes,Veggie substitutes are easy to buy,positive,explicit,90,dad40041f6cb7ef4,2
I use vegetable substitutes,I want to remain healthy,positive,implicit,80,dad40041f6cb7ef4,2
I eat pork sausage daily,I want to remain healthy,negative,implicit,35,dad40041f6cb7ef4,2
I eat pork sausage daily,I use vegetable substitutes,negative,implicit,40,dad40041f6cb7ef4,2
I eat chicken and fish,I use vegetable substitutes,negative,implicit,35,dad40041f6cb7ef4,2
I eat meat five to six days weekly,I have limited refrigerator space,positive,explicit,85,086ecf273585a9a4,2
I eat meat five to six days weekly,I lack storage for fresh vegetables,positive,explicit,85,086ecf273585a9a4,2
I eat meat five to six days weekly,I purchase meat because it is easy to freeze,positive,explicit,80,086ecf273585a9a4,2
I eat meat five to six days weekly,I want to try more plant-based recipes,negative,implicit,60,086ecf273585a9a4,2
I feel better eating less meat,I want to try more plant-based recipes,positive,explicit,75,086ecf273585a9a4,2
I have limited refrigerator space,I lack storage for fresh vegetables,positive,explicit,90,086ecf273585a9a4,2
I have limited refrigerator space,I purchase meat because it is easy to freeze,positive,explicit,90,086ecf273585a9a4,2
I have limited refrigerator space,I want to try more plant-based recipes,negative,explicit,65,086ecf273585a9a4,2
I lack storage for fresh vegetables,I want to try more plant-based recipes,negative,explicit,85,086ecf273585a9a4,2
I purchase meat because it is easy to freeze,I want to try more plant-based recipes,negative,implicit,60,086ecf273585a9a4,2
I purchase meat because it is easy to freeze,I have a large freezer,positive,explicit,90,086ecf273585a9a4,2
I eat meat five to six days weekly,I have a large freezer,positive,implicit,60,086ecf273585a9a4,2
I have a large freezer,I have limited refrigerator space,positive,explicit,80,086ecf273585a9a4,2
I experience environmental concerns,I want to try more plant-based recipes,positive,explicit,80,086ecf273585a9a4,2
I experience health concerns,I feel better eating less meat,positive,explicit,95,086ecf273585a9a4,2
I experience health concerns,I want to try more plant-based recipes,positive,explicit,80,086ecf273585a9a4,2
I experience environmental concerns,I eat meat five to six days weekly,negative,implicit,45,086ecf273585a9a4,2
I experience health concerns,I eat meat five to six days weekly,negative,implicit,60,086ecf273585a9a4,2
Friends and family do not influence my eating,I eat meat five to six days weekly,positive,explicit,40,086ecf273585a9a4,2
Friends and family do not influence my eating,I want to try more plant-based recipes,positive,explicit,40,086ecf273585a9a4,2
Food is a central family event,I grew up eating meat daily,positive,explicit,90,e4829fb39326588e,2
Food is a central family event,I enjoy eating meat,positive,implicit,60,e4829fb39326588e,2
Food is a central family event,My family eats meat all the time,positive,explicit,85,e4829fb39326588e,2
I eat meat every day,I grew up eating meat daily,positive,explicit,95,e4829fb39326588e,2
I eat meat every day,I enjoy eating meat,positive,explicit,90,e4829fb39326588e,2
I eat meat every day,My family eats meat all the time,positive,explicit,90,e4829fb39326588e,2
I grew up eating meat daily,My family eats meat all the time,positive,explicit,95,e4829fb39326588e,2
I am aware of animal welfare concerns,I eat meat every day,negative,explicit,55,e4829fb39326588e,2
I am aware of animal welfare concerns,I enjoy eating meat,negative,explicit,50,e4829fb39326588e,2
I am aware of animal welfare concerns,I grew up eating meat daily,negative,implicit,30,e4829fb39326588e,2
I am aware of animal welfare concerns,My family eats meat all the time,negative,implicit,30,e4829fb39326588e,2
I am aware of animal welfare concerns,Food is a central family event,negative,implicit,25,e4829fb39326588e,2
I am aware of climate change issues,I eat meat every day,negative,implicit,40,e4829fb39326588e,2
I am aware of climate change issues,I grew up eating meat daily,negative,implicit,25,e4829fb39326588e,2
I am aware of climate change issues,My family eats meat all the time,negative,implicit,25,e4829fb39326588e,2
I am aware of climate change issues,I enjoy eating meat,negative,implicit,35,e4829fb39326588e,2
A family member only eats white meat,Family medical history discourages red meat,positive,explicit,95,f003c96b131253d6,2
A family member only eats white meat,I mostly cook white meat for the family,positive,explicit,90,f003c96b131253d6,2
Family medical history discourages red meat,I mostly cook white meat for the family,positive,implicit,70,f003c96b131253d6,2
I am not picky with food,I eat a balanced diet including meat,positive,explicit,85,f003c96b131253d6,2
I eat a balanced diet including meat,I eat meat three days a week,positive,implicit,40,f003c96b131253d6,2
I eat a balanced diet including meat,I mostly cook white meat for the family,positive,implicit,30,f003c96b131253d6,2
Husband considered eating less meat,I eat all kinds of meat,negative,explicit,60,3715bc392d7a07ee,2
Husband considered eating less meat,My family and friends eat meat,negative,implicit,40,3715bc392d7a07ee,2
Husband considered eating less meat,Social contacts were taught to eat meat,negative,implicit,40,3715bc392d7a07ee,2
I eat all kinds of meat,I was raised eating meat,positive,explicit,95,3715bc392d7a07ee,2
I eat all kinds of meat,My family and friends eat meat,positive,explicit,80,3715bc392d7a07ee,2
I eat all kinds of meat,Social contacts were taught to eat meat,positive,explicit,75,3715bc392d7a07ee,2
I was raised eating meat,My family and friends eat meat,positive,explicit,90,3715bc392d7a07ee,2
I was raised eating meat,Social contacts were taught to eat meat,positive,explicit,85,3715bc392d7a07ee,2
My family and friends eat meat,Social contacts were taught to eat meat,positive,explicit,90,3715bc392d7a07ee,2
Family advises me to avoid pork,Family members avoid pork,positive,explicit,90,649f1789cf99857f,2
Family advises me to avoid pork,I am considering cutting pork out,positive,explicit,80,649f1789cf99857f,2
Family members avoid pork,I am considering cutting pork out,positive,explicit,70,649f1789cf99857f,2
I am currently obsessed with meat,I eat meat every single day,positive,explicit,95,649f1789cf99857f,2
I am currently obsessed with meat,Meat satisfies my cravings,positive,implicit,75,649f1789cf99857f,2
I am currently obsessed with meat,Meat fills me up and energizes me,positive,implicit,60,649f1789cf99857f,2
I am considering cutting pork out,I eat meat every single day,negative,explicit,40,649f1789cf99857f,2
I eat meat every single day,I lost weight and wanted nutrients,positive,explicit,80,649f1789cf99857f,2
I eat meat every single day,Meat fills me up and energizes me,positive,explicit,90,649f1789cf99857f,2
I eat meat every single day,Meat satisfies my cravings,positive,explicit,85,649f1789cf99857f,2
I lost weight and wanted nutrients,I am currently obsessed with meat,positive,explicit,75,649f1789cf99857f,2
I lost weight and wanted nutrients,Meat fills me up and energizes me,positive,implicit,70,649f1789cf99857f,2
Meat fills me up and energizes me,Meat satisfies my cravings,positive,implicit,50,649f1789cf99857f,2
I want to cleanse and fast,I eat meat every single day,negative,explicit,60,649f1789cf99857f,2
I want to cleanse and fast,I am currently obsessed with meat,negative,implicit,50,649f1789cf99857f,2
I want to cleanse and fast,Meat fills me up and energizes me,negative,implicit,40,649f1789cf99857f,2
Doctor advised me to reduce red meat,I am trying to cut back on meat,positive,explicit,95,3a4931c85b6bb77d,2
Doctor advised me to reduce red meat,I want to lower my cholesterol,positive,explicit,90,3a4931c85b6bb77d,2
Doctor advised me to reduce red meat,I have always eaten meat with every meal,negative,explicit,70,3a4931c85b6bb77d,2
Doctor advised me to reduce red meat,Most family meals include meat,negative,implicit,60,3a4931c85b6bb77d,2
Doctor advised me to reduce red meat,Meat is part of family tradition,negative,implicit,60,3a4931c85b6bb77d,2
I am trying to cut back on meat,I have cravings for meat,negative,explicit,90,3a4931c85b6bb77d,2
I am trying to cut back on meat,I want to lower my cholesterol,positive,explicit,90,3a4931c85b6bb77d,2
I am trying to cut back on meat,I enjoy finding tasty fish alternatives,positive,explicit,80,3a4931c85b6bb77d,2
I am trying to cut back on meat,My family supports me eating less meat,positive,explicit,75,3a4931c85b6bb77d,2
I have cravings for meat,I enjoy finding tasty fish alternatives,negative,explicit,70,3a4931c85b6bb77d,2
I have vegetarian friends,My family supports me eating less meat,positive,explicit,60,3a4931c85b6bb77d,2
I have vegetarian friends,I am trying to cut back on meat,positive,implicit,50,3a4931c85b6bb77d,2
I enjoy finding tasty fish alternatives,I want to lower my cholesterol,positive,implicit,55,3a4931c85b6bb77d,2
I have always eaten meat with every meal,Meat is part of family tradition,positive,explicit,90,3a4931c85b6bb77d,2
I have always eaten meat with every meal,Most family meals include meat,positive,explicit,90,3a4931c85b6bb77d,2
I have always eaten meat with every meal,I am trying to cut back on meat,negative,explicit,90,3a4931c85b6bb77d,2
I have always eaten meat with every meal,I have cravings for meat,positive,implicit,55,3a4931c85b6bb77d,2
Meat is part of family tradition,Most family meals include meat,positive,explicit,85,3a4931c85b6bb77d,2
Meat is part of family tradition,My family supports me eating less meat,negative,implicit,30,3a4931c85b6bb77d,2
Most family meals include meat,My family supports me eating less meat,negative,explicit,25,3a4931c85b6bb77d,2
I am trying to cut back on meat,Most family meals include meat,negative,explicit,60,3a4931c85b6bb77d,2
Affordability limits access to high-quality meat,I eat chicken and turkey regularly,positive,implicit,40,2b66cc6ef7bd17ea,2
Affordability limits access to high-quality meat,I try to have a protein source daily,positive,explicit,65,2b66cc6ef7bd17ea,2
I eat chicken and turkey regularly,I try to have a protein source daily,positive,explicit,90,2b66cc6ef7bd17ea,2
I eat less beef due to mad cow disease,I try to have a protein source daily,positive,implicit,40,2b66cc6ef7bd17ea,2
I eat chicken and turkey regularly,I eat less beef due to mad cow disease,positive,explicit,80,2b66cc6ef7bd17ea,2
I eat chicken and turkey regularly,My family ate meat in moderation,positive,explicit,60,2b66cc6ef7bd17ea,2
I eat less beef due to mad cow disease,My family ate meat in moderation,positive,implicit,35,2b66cc6ef7bd17ea,2
I try to have a protein source daily,My family ate meat in moderation,positive,implicit,45,2b66cc6ef7bd17ea,2
My aunt emphasized healthy eating habits,My family ate meat in moderation,positive,explicit,100,2b66cc6ef7bd17ea,2
My aunt emphasized healthy eating habits,I try to have a protein source daily,positive,explicit,80,2b66cc6ef7bd17ea,2
My aunt emphasized healthy eating habits,I eat chicken and turkey regularly,positive,implicit,40,2b66cc6ef7bd17ea,2
Affordability limits access to high-quality meat,My family ate meat in moderation,positive,explicit,50,2b66cc6ef7bd17ea,2
I eat meat when it is available,I sometimes prefer foods other than meat,negative,explicit,65,01d6c865ad629e1f,2
I eat meat when it is available,I value meat for protein and nutrients,positive,explicit,85,01d6c865ad629e1f,2
I eat meat when it is available,I don't seek out meat,positive,explicit,90,01d6c865ad629e1f,2
I don't seek out meat,I sometimes prefer foods other than meat,positive,implicit,60,01d6c865ad629e1f,2
I don't seek out meat,I value meat for protein and nutrients,negative,implicit,30,01d6c865ad629e1f,2
I value meat for protein and nutrients,I sometimes prefer foods other than meat,negative,implicit,40,01d6c865ad629e1f,2
I eat meat when it is available,My family eats similar amounts of meat as me,positive,explicit,70,01d6c865ad629e1f,2
I eat chicken regularly,I have eaten meat since childhood,positive,implicit,35,1c2579f87fb55244,2
I eat chicken regularly,Meat is part of my family's diet,positive,implicit,30,1c2579f87fb55244,2
I have eaten meat since childhood,Meat is part of my family's diet,positive,explicit,85,1c2579f87fb55244,2
I have eaten meat since childhood,Most people I know eat meat,positive,explicit,70,1c2579f87fb55244,2
I have eaten meat since childhood,Meat is widely available in restaurants,positive,implicit,40,1c2579f87fb55244,2
I rarely eat steak,I have eaten meat since childhood,positive,explicit,60,1c2579f87fb55244,2
I rarely eat steak,I eat chicken regularly,positive,implicit,35,1c2579f87fb55244,2
I rarely eat steak,Meat is part of my family's diet,positive,implicit,30,1c2579f87fb55244,2
I have questions about meat and climate change,I have eaten meat since childhood,negative,implicit,30,1c2579f87fb55244,2
I have questions about meat and climate change,Most people I know eat meat,negative,implicit,25,1c2579f87fb55244,2
I have questions about meat and climate change,Meat is widely available in restaurants,negative,implicit,22,1c2579f87fb55244,2
Meat is part of my family's diet,Most people I know eat meat,positive,explicit,90,1c2579f87fb55244,2
