key,stance_1,stance_2,pairwise
649f1789cf99857f,Family advises me to avoid pork,Family members avoid pork,support
649f1789cf99857f,I am currently obsessed with meat,I want to cleanse and fast,conflict
649f1789cf99857f,Family members avoid pork,Meat satisfies my cravings,no connection
3a4931c85b6bb77d,I am trying to cut back on meat,I want to lower my cholesterol,support
3a4931c85b6bb77d,I am trying to cut back on meat,I have cravings for meat,conflict
3a4931c85b6bb77d,I have always eaten meat with every meal,Most family meals include meat,no connection
3a4931c85b6bb77d,I am trying to cut back on meat,Most family meals include meat,no connection
3a4931c85b6bb77d,I have vegetarian friends,Meat is part of family tradition,no connection
3a4931c85b6bb77d,I am trying to cut back on meat,Meat is part of family tradition,conflict
3a4931c85b6bb77d,I am trying to cut back on meat,My family supports me eating less meat,no connection
3a4931c85b6bb77d,Doctor advised me to reduce red meat,I am trying to cut back on meat,support
3a4931c85b6bb77d,Most family meals include meat,My family supports me eating less meat,no connection
2b66cc6ef7bd17ea,I eat chicken and turkey regularly,I try to have a protein source daily,support
2b66cc6ef7bd17ea,Affordability limits access to high-quality meat,I try to have a protein source daily,conflict
2b66cc6ef7bd17ea,I try to have a protein source daily,My aunt emphasized healthy eating habits,support
2b66cc6ef7bd17ea,I eat chicken and turkey regularly,My aunt emphasized healthy eating habits,support
2b66cc6ef7bd17ea,I eat less beef due to mad cow disease,My family ate meat in moderation,support
2b66cc6ef7bd17ea,I try to have a protein source daily,My family ate meat in moderation,no connection
2b66cc6ef7bd17ea,I eat less beef due to mad cow disease,My aunt emphasized healthy eating habits,support
2b66cc6ef7bd17ea,I eat less beef due to mad cow disease,I try to have a protein source daily,no connection
2b66cc6ef7bd17ea,My aunt emphasized healthy eating habits,My family ate meat in moderation,support
01d6c865ad629e1f,I don't seek out meat,I eat meat when it is available,support
01d6c865ad629e1f,I eat meat when it is available,I sometimes prefer foods other than meat,support
01d6c865ad629e1f,I don't seek out meat,I sometimes prefer foods other than meat,support
01d6c865ad629e1f,I don't seek out meat,I value meat for protein and nutrients,support
01d6c865ad629e1f,I sometimes prefer foods other than meat,I value meat for protein and nutrients,support
01d6c865ad629e1f,I value meat for protein and nutrients,My family eats similar amounts of meat as me,support
01d6c865ad629e1f,I eat meat when it is available,I value meat for protein and nutrients,support
01d6c865ad629e1f,I eat meat when it is available,My family eats similar amounts of meat as me,support
01d6c865ad629e1f,I don't seek out meat,My family eats similar amounts of meat as me,support
1c2579f87fb55244,I have questions about meat and climate change,Meat is part of my family's diet,no connection
1c2579f87fb55244,Meat is part of my family's diet,Most people I know eat meat,support
1c2579f87fb55244,Meat is part of my family's diet,Meat is widely available in restaurants,support
1c2579f87fb55244,I have eaten meat since childhood,Most people I know eat meat,support
1c2579f87fb55244,I eat chicken regularly,I have eaten meat since childhood,support
1c2579f87fb55244,I rarely eat steak,Meat is widely available in restaurants,no connection
1c2579f87fb55244,I have eaten meat since childhood,I rarely eat steak,no connection
1c2579f87fb55244,I eat chicken regularly,Meat is widely available in restaurants,support
1c2579f87fb55244,Meat is widely available in restaurants,Most people I know eat meat,support
d59a7be61b6d34c0,Family pressured me to eat meat,Meals feel incomplete without meat,conflict
d59a7be61b6d34c0,I hate the thought of eating meat,My family eats meat daily,conflict
d59a7be61b6d34c0,I gave up pescatarian diet due to pressure,I love the taste of meat,conflict
d59a7be61b6d34c0,Family pressured me to eat meat,I hate the thought of eating meat,conflict
d59a7be61b6d34c0,Meals feel incomplete without meat,My family eats meat daily,support
d59a7be61b6d34c0,I eat meat almost daily,My family eats meat daily,support
d59a7be61b6d34c0,Family pressured me to eat meat,I love the taste of meat,support
d59a7be61b6d34c0,I hate the thought of eating meat,I love the taste of meat,conflict
d59a7be61b6d34c0,Family loves the flavor of meat,Meals feel incomplete without meat,support
fad13b189dc3f535,I am motivated by health concerns,Meat makes meals more filling,conflict
fad13b189dc3f535,I wish to cut back on meat,Meat is easy to cook for everyone,conflict
fad13b189dc3f535,I am motivated by health concerns,I consider animal welfare ethical dilemmas,support
fad13b189dc3f535,I consider animal welfare ethical dilemmas,Meat makes meals more filling,conflict
fad13b189dc3f535,I consider animal welfare ethical dilemmas,I wish to cut back on meat,support
fad13b189dc3f535,I eat meat every day,I enjoy the taste of meat,support
fad13b189dc3f535,I wish to cut back on meat,Meat makes meals more filling,conflict
fad13b189dc3f535,I eat meat every day,Meat makes meals more filling,support
fad13b189dc3f535,I eat meat every day,I wish to cut back on meat,conflict
036858a3a8430897,I love the taste of meat,Most of my family eat meat,no connection
036858a3a8430897,I grew up eating meat,I love the taste of meat,support
036858a3a8430897,I love the taste of meat,I think meat is a good protein source,no connection
036858a3a8430897,I think meat is a good protein source,Most of my family eat meat,support
036858a3a8430897,I grew up eating meat,Most of my family eat meat,support
036858a3a8430897,I grew up eating meat,I think meat is a good protein source,support
298335236c158975,I eat less meat than some friends,I eat meat with friends,conflict
298335236c158975,I eat meat with friends,Meat is expensive for me,conflict
298335236c158975,I enjoy eating chicken,I rarely cook meat at home,no connection
298335236c158975,Meals depend on who I am with,Meat is expensive for me,conflict
298335236c158975,I prefer cheese and vegetables sometimes,I rarely cook meat at home,no connection
298335236c158975,I prefer cheese and vegetables sometimes,Meat is expensive for me,no connection
298335236c158975,I eat meat with friends,I prefer cheese and vegetables sometimes,no connection
298335236c158975,I enjoy eating chicken,I prefer cheese and vegetables sometimes,support
298335236c158975,I eat meat with friends,Meals depend on who I am with,support
90a26c5862848d7f,I eat meat when I need protein,I try to eat 90% meatless meals,support
90a26c5862848d7f,I choose meat for athletic performance,I try to eat 90% meatless meals,support
90a26c5862848d7f,I have concerns about animal welfare,I try to eat 90% meatless meals,support
90a26c5862848d7f,I try to eat 90% meatless meals,My community promotes eating local meat,conflict
90a26c5862848d7f,I eat meat when I need protein,I have concerns about animal welfare,conflict
90a26c5862848d7f,I choose meat for athletic performance,I eat meat when I need protein,support
90a26c5862848d7f,I avoid red meat and eat white meat,I eat meat when I need protein,no connection
90a26c5862848d7f,I try to eat 90% meatless meals,I want to reduce environmental impact,support
90a26c5862848d7f,My community promotes eating local meat,My family ate meat daily while growing up,support
56bf7903d2e713c7,I am currently a vegetarian,Social contacts value animal life,support
56bf7903d2e713c7,I plan to become vegan,Social contacts value animal life,support
56bf7903d2e713c7,I am disturbed by animal mistreatment,I plan to become vegan,support
56bf7903d2e713c7,I view animals as chosen family,Social contacts value animal life,no connection
56bf7903d2e713c7,I am currently a vegetarian,I plan to become vegan,support
56bf7903d2e713c7,My friends support vegetarian beliefs,Social contacts value animal life,support
56bf7903d2e713c7,Erin is vegan and influences me,Social contacts value animal life,no connection
56bf7903d2e713c7,I am disturbed by animal mistreatment,I believe animals deserve respect,support
56bf7903d2e713c7,I am currently a vegetarian,I believe animals deserve respect,support
bb10b3e293fa7488,I advocate for animal rights,I am morally conflicted about eating meat,conflict
bb10b3e293fa7488,I am morally conflicted about eating meat,I buy humanely certified eggs,support
bb10b3e293fa7488,I eat beef about once a week,I eat chicken several times a week,no connection
bb10b3e293fa7488,I advocate for animal rights,I believe meat is necessary for health,conflict
bb10b3e293fa7488,I am morally conflicted about eating meat,I try to minimize animal suffering,support
bb10b3e293fa7488,I eat chicken several times a week,My partner has dietary restrictions,support
bb10b3e293fa7488,I eat chicken several times a week,I try to minimize animal suffering,conflict
bb10b3e293fa7488,I am morally conflicted about eating meat,I find meal preparation efficiency important,conflict
bb10b3e293fa7488,I believe meat is necessary for health,I try to minimize animal suffering,conflict
82db7bf9aab23ea9,My housemates eat meat at every meal,My opinions about meat are met with scorn,support
82db7bf9aab23ea9,I am concerned about animal lives,Meat is cost prohibitive,no connection
82db7bf9aab23ea9,I meet nutrition without meat,My housemates eat meat at every meal,conflict
82db7bf9aab23ea9,I am concerned about animal lives,My opinions about meat are met with scorn,support
82db7bf9aab23ea9,Meat is always present in grocery stores,Meat is cost prohibitive,no connection
82db7bf9aab23ea9,I do not buy meat,My housemates eat meat at every meal,conflict
82db7bf9aab23ea9,Meat is cost prohibitive,My opinions about meat are met with scorn,no connection
82db7bf9aab23ea9,I am concerned about animal lives,Meat is always present in grocery stores,conflict
82db7bf9aab23ea9,I am concerned about animal lives,I meet nutrition without meat,support
41c5996495e366da,Alternative meats are expensive,Tofu and alternatives are not always available,no connection
41c5996495e366da,Meat is the easier option,My father and stepmom are vegetarians,conflict
41c5996495e366da,I am lacking iron,I eat meat two to three times weekly,support
41c5996495e366da,I care about animal welfare,Meat is the easier option,conflict
41c5996495e366da,I care about animal welfare,Tofu and alternatives are not always available,no connection
41c5996495e366da,Alternative meats are expensive,I care about animal welfare,conflict
41c5996495e366da,I care about the environment,Tofu and alternatives are not always available,no connection
41c5996495e366da,I care about the environment,My father and stepmom are vegetarians,support
41c5996495e366da,I eat meat two to three times weekly,Meat provides protein I need,support
eaa866102ec57941,I like red meat less as I age,Meat prices distress me,no connection
eaa866102ec57941,Beef is expensive,Chicken and pork are affordable,support
eaa866102ec57941,Chicken and pork are versatile,I like red meat less as I age,no connection
eaa866102ec57941,Chicken and pork are affordable,Chicken and pork are versatile,support
eaa866102ec57941,I do not enjoy beef much,Meat prices distress me,no connection
eaa866102ec57941,Good meat alternatives are limited,I like red meat less as I age,no connection
eaa866102ec57941,Chicken and pork are versatile,I prefer chicken and pork,support
eaa866102ec57941,Good meat alternatives are limited,I eat meat about five times weekly,support
eaa866102ec57941,Good meat alternatives are limited,Meat prices distress me,support
a92d69730b8c4ae0,Eating meat is my daily routine,I process venison myself,support
a92d69730b8c4ae0,I process venison myself,My family are hunters,support
a92d69730b8c4ae0,Hunting saves money on buying meat,Venison is more lean than store meat,support
a92d69730b8c4ae0,Eating meat is my daily routine,I grew up eating meat,support
a92d69730b8c4ae0,Eating meat is my daily routine,My family eats meat regularly,support
a92d69730b8c4ae0,I eat meat at most dinners,I grew up eating meat,support
a92d69730b8c4ae0,Eating meat is my daily routine,I enjoy eating venison,support
a92d69730b8c4ae0,I eat meat at most dinners,My family eats meat regularly,support
a92d69730b8c4ae0,Eating meat is my daily routine,I eat meat at most dinners,support
8de500ff0f84f538,I am concerned about the environment,My family is concerned about health,conflict
8de500ff0f84f538,I want a balanced diet,My son is a picky eater,conflict
8de500ff0f84f538,Community discusses reducing meat due to cost,My husband expects meat in every meal,conflict
8de500ff0f84f538,I am concerned about animal cruelty,My husband expects meat in every meal,conflict
8de500ff0f84f538,I am concerned about animal cruelty,My family is concerned about health,conflict
8de500ff0f84f538,I am concerned about the environment,My husband expects meat in every meal,conflict
8de500ff0f84f538,Community discusses reducing meat due to cost,Meat is expensive,support
8de500ff0f84f538,I am concerned about animal cruelty,I eat meat 2 or 3 times weekly,conflict
8de500ff0f84f538,My daughter is anemic,My family is concerned about health,support
242bdf6bc5bb0b94,I enjoy the taste of meat,I try to avoid processed meats,conflict
242bdf6bc5bb0b94,I try to avoid processed meats,I try to choose leaner cuts of beef,conflict
242bdf6bc5bb0b94,I eat meat every day,I enjoy the taste of meat,support
242bdf6bc5bb0b94,I eat meat every day,I try to choose leaner cuts of beef,support
242bdf6bc5bb0b94,Doctors recommend eating lean beef,I eat meat every day,support
242bdf6bc5bb0b94,I eat meat every day,I try to avoid processed meats,support
242bdf6bc5bb0b94,Doctors recommend eating lean beef,I am conscientious about my weight,support
242bdf6bc5bb0b94,I am conscientious about my weight,I try to avoid processed meats,support
242bdf6bc5bb0b94,I am chronically anemic,I am conscientious about my weight,no connection
5fee709bfe55faf2,Family members like meat,I eat meat mostly on special occasions,support
5fee709bfe55faf2,Eating meat is a family tradition,Socializing increases likelihood of eating meat,support
5fee709bfe55faf2,Family members like meat,Socializing increases likelihood of eating meat,support
5fee709bfe55faf2,Eating meat is a family tradition,I eat meat mostly on special occasions,support
5fee709bfe55faf2,I eat meat mostly on special occasions,Socializing increases likelihood of eating meat,no connection
5fee709bfe55faf2,Eating meat is a family tradition,Family members like meat,support
e0b47f3f6a91ab2e,I am concerned about the environment,I am mindful about my eating habits,support
e0b47f3f6a91ab2e,I eat less meat overall,I still eat red meat sometimes,conflict
e0b47f3f6a91ab2e,I am concerned about the environment,I still eat red meat sometimes,conflict
e0b47f3f6a91ab2e,I am concerned about the environment,I follow a pescatarian diet,no connection
e0b47f3f6a91ab2e,I am concerned about the environment,I eat less meat overall,support
e0b47f3f6a91ab2e,I eat less meat overall,I follow a pescatarian diet,support
e0b47f3f6a91ab2e,I have health concerns about meat,My family is respectful of my choices,support
e0b47f3f6a91ab2e,I have health concerns about meat,I still eat red meat sometimes,conflict
e0b47f3f6a91ab2e,I am mindful about my eating habits,I eat less meat overall,support
bcaf50d01f330313,"I avoid high-carb, low-nutritional foods",I eat lots of fruits and vegetables,support
bcaf50d01f330313,I eat meat most days,Social contacts care about health,no connection
bcaf50d01f330313,I eat meat most days,Vegetarian meals can be more interesting,conflict
bcaf50d01f330313,"I avoid high-carb, low-nutritional foods",I eat meat most days,support
bcaf50d01f330313,I eat meat most days,Social contacts care about the environment,no connection
bcaf50d01f330313,I have eaten less meat in the past,Social contacts care about health,no connection
bcaf50d01f330313,I have eaten less meat in the past,Meat is an easy low-carb protein,no connection
bcaf50d01f330313,I try to eat healthy,Vegetarian meals can be more interesting,support
bcaf50d01f330313,"I avoid high-carb, low-nutritional foods",Vegetarian meals can be more interesting,no connection
721f6be7c6c2c5e8,I eat meat every night with dinner,I was raised on a ranch,support
721f6be7c6c2c5e8,Eating meat is a habit for me,I eat meat every night with dinner,support
721f6be7c6c2c5e8,Eating meat is a habit for me,Eating meat is a shared habit in my community,no connection
721f6be7c6c2c5e8,Eating meat is a habit for me,I was raised on a ranch,support
721f6be7c6c2c5e8,I occasionally eat meat with lunch,I was raised on a ranch,support
721f6be7c6c2c5e8,Eating meat is a shared habit in my community,Everyone I know eats meat regularly,support
721f6be7c6c2c5e8,Eating meat is a shared habit in my community,I was raised on a ranch,no connection
721f6be7c6c2c5e8,Eating meat is a shared habit in my community,I eat meat every night with dinner,no connection
721f6be7c6c2c5e8,Eating meat is a habit for me,I occasionally eat meat with lunch,support
9306e20a3c8202a6,I connect with other vegetarians,My mom is a vegetarian,support
9306e20a3c8202a6,I am concerned about my health,I am currently a vegetarian,support
9306e20a3c8202a6,I am currently a vegetarian,My mom is a vegetarian,support
9306e20a3c8202a6,I am concerned about animal welfare,I am currently a vegetarian,support
9306e20a3c8202a6,I am concerned about my health,I used to like eating red meat,conflict
9306e20a3c8202a6,I am concerned about the environment,My husband is a vegetarian,no connection
9306e20a3c8202a6,I am concerned about animal welfare,I used to like eating red meat,conflict
9306e20a3c8202a6,I am concerned about animal welfare,I connect with other vegetarians,no connection
9306e20a3c8202a6,I am concerned about the environment,I used to like eating red meat,conflict
f3ccb99647a78111,I enjoy eating meat,My social group enjoys eating meat,no connection
f3ccb99647a78111,I eat meat when it's available,I enjoy eating meat,support
f3ccb99647a78111,I eat meat once or twice a day,I eat meat when it's available,conflict
f3ccb99647a78111,I eat meat once or twice a day,My social group enjoys eating meat,no connection
f3ccb99647a78111,I eat meat once or twice a day,My family and friends eat similar amounts,support
f3ccb99647a78111,I eat meat once or twice a day,I enjoy eating meat,no connection
f3ccb99647a78111,I eat meat when it's available,My family and friends eat similar amounts,support
f3ccb99647a78111,I enjoy eating meat,My family and friends eat similar amounts,no connection
f3ccb99647a78111,My family and friends eat similar amounts,My social group enjoys eating meat,support
d0948831f2fd6c9a,I cook meat for my family regularly,People around me eat meat regularly,support
d0948831f2fd6c9a,I like how filling meat is,I prioritize protein,no connection
d0948831f2fd6c9a,I prioritize protein,People around me eat meat regularly,no connection
d0948831f2fd6c9a,I like how meat tastes,People around me eat meat regularly,support
d0948831f2fd6c9a,I cook meat for my family regularly,I prioritize protein,support
d0948831f2fd6c9a,I like how filling meat is,People around me eat meat regularly,no connection
d0948831f2fd6c9a,I cook meat for my family regularly,I like how meat tastes,support
d0948831f2fd6c9a,I eat meat regularly,I prioritize protein,support
d0948831f2fd6c9a,I cook meat for my family regularly,I eat meat regularly,no connection
9dbce82bce25d24e,I have health issues with heart disease,I have reduced red meat consumption,support
9dbce82bce25d24e,I am concerned about environmental impact of beef,I eat more chicken and vegetables,support
9dbce82bce25d24e,I eat more chicken and vegetables,I have reduced red meat consumption,support
9dbce82bce25d24e,I eat more chicken and vegetables,I have health issues with heart disease,support
9dbce82bce25d24e,I have reduced red meat consumption,My wife cooks vegetables with more spices,support
9dbce82bce25d24e,I am motivated by health concerns,My family has reduced red meat consumption,no connection
9dbce82bce25d24e,I have health issues with heart disease,My wife cooks vegetables with more spices,support
9dbce82bce25d24e,I am concerned about environmental impact of beef,I am motivated by health concerns,no connection
9dbce82bce25d24e,I am motivated by health concerns,I eat more chicken and vegetables,support
fadf83bd9ea5f19b,I limit how much meat I eat,I reflect on eating animals,support
fadf83bd9ea5f19b,I eat meat for iron,I had a negative childhood experience with meat,conflict
fadf83bd9ea5f19b,I eat meat for iron,I prefer eating sides and vegetables,no connection
fadf83bd9ea5f19b,I eat meat for iron,I eat meat for protein,support
fadf83bd9ea5f19b,I eat meat a couple times a week,I limit how much meat I eat,support
fadf83bd9ea5f19b,I do not enjoy eating meat,I limit how much meat I eat,support
fadf83bd9ea5f19b,I eat meat a couple times a week,I prefer eating sides and vegetables,support
fadf83bd9ea5f19b,I do not enjoy eating meat,I eat meat for iron,conflict
fadf83bd9ea5f19b,I eat meat a couple times a week,I reflect on eating animals,conflict
8a09978d91039693,I stick to vegetarian meals,My friends enjoy eating meat,no connection
8a09978d91039693,I stick to vegetarian meals,My family has influenced my choices,support
8a09978d91039693,I care about not harming animals,I read about vegetarian health benefits,support
8a09978d91039693,My friends enjoy eating meat,My parents have similar motivations,no connection
8a09978d91039693,I stick to vegetarian meals,I try to limit meat,support
8a09978d91039693,I care about not harming animals,I try to limit meat,no connection
8a09978d91039693,I care about not harming animals,I stick to vegetarian meals,support
8a09978d91039693,My family has influenced my choices,My parents rarely eat meat,support
8a09978d91039693,I read about vegetarian health benefits,I stick to vegetarian meals,support
c314920d84ff0215,Family enjoys traditional Polish food,I try to limit meat for health,conflict
c314920d84ff0215,I try to limit meat for health,We are meat lovers,conflict
c314920d84ff0215,Family enjoys traditional Polish food,We are meat lovers,support
c314920d84ff0215,I eat meat three to four times weekly,I try to limit meat for health,support
c314920d84ff0215,Family enjoys traditional Polish food,Polish cuisine includes lots of meat,support
c314920d84ff0215,All my neighbors are meat eaters,I try to limit meat for health,no connection
c314920d84ff0215,I try to limit meat for health,Polish cuisine includes lots of meat,conflict
c314920d84ff0215,My husband says too much meat is unhealthy,We are meat lovers,conflict
c314920d84ff0215,All my neighbors are meat eaters,We are meat lovers,no connection
b88f86ad894a422f,"I prefer chicken, turkey, and fish",My husband is trying to lose weight,support
b88f86ad894a422f,I limit red meat to once a week,My parents cook red meat at home,conflict
b88f86ad894a422f,I try to find healthier proteins,My parents cook red meat at home,conflict
b88f86ad894a422f,I am trying to lose weight,My parents cook red meat at home,conflict
b88f86ad894a422f,I am trying to lower cholesterol,I limit red meat to once a week,support
b88f86ad894a422f,I am trying to lower cholesterol,My parents cook red meat at home,no connection
b88f86ad894a422f,I try to find healthier proteins,My husband is trying to lose weight,support
b88f86ad894a422f,"My husband prefers chicken, turkey, fish, eggs",My parents cook red meat at home,no connection
b88f86ad894a422f,I am trying to lose weight,My husband is trying to lose weight,support
c425ac83f24beef2,I like to try new foods,I prefer chicken and fish,support
c425ac83f24beef2,I find typical meat diet boring,I like to try new foods,support
c425ac83f24beef2,I avoid eating red meat,I find cooking red meat disgusting,support
c425ac83f24beef2,I feel unwell after eating red meat,I heard red meat increases aggression,no connection
c425ac83f24beef2,I find cooking red meat disgusting,I find typical meat diet boring,no connection
c425ac83f24beef2,I avoid eating red meat,I believe red meat is unhealthy,support
c425ac83f24beef2,I feel unwell after eating red meat,I like to try new foods,support
c425ac83f24beef2,I feel unwell after eating red meat,I prefer chicken and fish,support
c425ac83f24beef2,I avoid eating red meat,I find typical meat diet boring,support
a22e24bd1aef3c96,I eat beef once or twice a week,I like the taste of meat,support
a22e24bd1aef3c96,I like to get protein in my meals,My boyfriend eats a lot of meat,support
a22e24bd1aef3c96,I like the taste of meat,I like to get protein in my meals,support
a22e24bd1aef3c96,Becoming vegetarian does not appeal to me,I eat chicken a few days a week,conflict
a22e24bd1aef3c96,I eat chicken a few days a week,I like the taste of meat,support
a22e24bd1aef3c96,Becoming vegetarian does not appeal to me,My boyfriend values getting enough protein,no connection
a22e24bd1aef3c96,I eat chicken a few days a week,I have not thought about reducing meat,no connection
a22e24bd1aef3c96,I have not thought about reducing meat,I like the taste of meat,conflict
a22e24bd1aef3c96,I eat chicken a few days a week,I like to get protein in my meals,support
a3557ae863ad9e1d,I mostly eat chicken,Meat availability influences my choices,support
a3557ae863ad9e1d,I have not tried to change habits,I mostly eat chicken,no connection
a3557ae863ad9e1d,I have not tried to change habits,Meat availability influences my choices,support
a3557ae863ad9e1d,I eat beef and bacon occasionally,Meat availability influences my choices,conflict
a3557ae863ad9e1d,I am a picky eater,I have not tried to change habits,support
a3557ae863ad9e1d,I am a picky eater,Meat availability influences my choices,no connection
a3557ae863ad9e1d,I am a picky eater,I mostly eat chicken,support
a3557ae863ad9e1d,I eat beef and bacon occasionally,I have not tried to change habits,conflict
a3557ae863ad9e1d,I eat beef and bacon occasionally,I mostly eat chicken,support
2bfe07abba85396f,I pay attention to meat portions now,My husband wants to keep eating meat,support
2bfe07abba85396f,I eat meat daily,My husband wants to keep eating meat,no connection
2bfe07abba85396f,I want enough protein from meat,No one around me avoids eating meat,no connection
2bfe07abba85396f,I want enough protein from meat,Rising meat prices are financially difficult,no connection
2bfe07abba85396f,I eat meat daily,I want to maintain my weight,support
2bfe07abba85396f,I was raised eating homegrown meat,Rising meat prices are financially difficult,no connection
2bfe07abba85396f,I distrust pre-packaged meats,I was raised eating homegrown meat,no connection
2bfe07abba85396f,I distrust pre-packaged meats,Rising meat prices are financially difficult,no connection
2bfe07abba85396f,I pay attention to meat portions now,I want to maintain my weight,support
9c82fc4c36156f08,I am curious about animal conditions,I grew up in a meat-eating household,no connection
9c82fc4c36156f08,I enjoy the taste of meat,I grew up in a meat-eating household,support
9c82fc4c36156f08,I am curious about animal conditions,I understand pork may be unhealthy,no connection
9c82fc4c36156f08,I enjoy the taste of meat,I enjoy the texture of meat,support
9c82fc4c36156f08,I am curious about animal conditions,I enjoy the taste of meat,no connection
9c82fc4c36156f08,I grew up in a meat-eating household,I understand pork may be unhealthy,conflict
9c82fc4c36156f08,I am curious about animal conditions,I enjoy the texture of meat,no connection
9c82fc4c36156f08,I eat all types of meat,I enjoy the texture of meat,support
9c82fc4c36156f08,I enjoy the taste of meat,I understand pork may be unhealthy,conflict
8c30dfbb7ee2fbe8,I choose affordable fast food meals,Meat choice depends on availability,support
8c30dfbb7ee2fbe8,I eat 96% lean meat when possible,Meat choice depends on availability,conflict
8c30dfbb7ee2fbe8,Healthier meat is more expensive,I choose affordable fast food meals,conflict
8c30dfbb7ee2fbe8,Healthier meat is more expensive,Price is important for my family,support
8c30dfbb7ee2fbe8,I eat 96% lean meat when possible,I eat meat and poultry,support
8c30dfbb7ee2fbe8,I choose affordable fast food meals,Price is important for my family,no connection
8c30dfbb7ee2fbe8,I eat 96% lean meat when possible,Price is important for my family,no connection
8c30dfbb7ee2fbe8,I choose affordable fast food meals,I eat 96% lean meat when possible,support
8c30dfbb7ee2fbe8,I eat beef frequently,Price is important for my family,conflict
f1109e14be29a5d7,I am concerned about animal welfare,I love the taste of bacon,conflict
f1109e14be29a5d7,I limit red meat consumption,I love the taste of bacon,conflict
f1109e14be29a5d7,I do not eat fish or lamb,I limit red meat consumption,support
f1109e14be29a5d7,Community expects meat at meals,I am concerned about animal welfare,conflict
f1109e14be29a5d7,I limit red meat consumption,I rarely eat beef,support
f1109e14be29a5d7,I eat chicken for heme iron,I rarely eat beef,support
f1109e14be29a5d7,I love the taste of bacon,I rarely eat beef,conflict
f1109e14be29a5d7,I am concerned about animal welfare,I eat chicken for heme iron,conflict
f1109e14be29a5d7,I am concerned about animal welfare,I limit red meat consumption,support
24905a929f5aaec2,I try to eat meat in moderation,Meat quality and sourcing are important to me,support
24905a929f5aaec2,I incorporate chicken and seafood weekly,I try to eat meat in moderation,support
24905a929f5aaec2,I avoid overdoing red meat consumption,I plan meals to accommodate my wife's diet,no connection
24905a929f5aaec2,Family and friends eat meat regularly,I avoid overdoing red meat consumption,no connection
24905a929f5aaec2,I avoid overdoing red meat consumption,I try to eat meat in moderation,support
24905a929f5aaec2,I try to eat meat in moderation,My wife avoids pork for health reasons,no connection
24905a929f5aaec2,I eat meat regularly,My wife avoids pork for health reasons,conflict
24905a929f5aaec2,Family and friends eat meat regularly,I incorporate chicken and seafood weekly,no connection
24905a929f5aaec2,I plan meals to accommodate my wife's diet,My wife avoids pork for health reasons,support
addff8dc6e11e669,I think red meat is gross,The smell of red meat is off-putting,support
addff8dc6e11e669,I have health concerns about red meat,I think red meat is gross,no connection
addff8dc6e11e669,I care about animal welfare,Travel may require eating more meat,conflict
addff8dc6e11e669,I think red meat is gross,Travel may require eating more meat,conflict
addff8dc6e11e669,I care about animal welfare,I think red meat is gross,support
addff8dc6e11e669,The smell of red meat is off-putting,Travel may require eating more meat,conflict
addff8dc6e11e669,I do not eat pork or beef,I have health concerns about red meat,support
addff8dc6e11e669,I rarely eat seafood,I think red meat is gross,support
addff8dc6e11e669,I care about animal welfare,I have health concerns about red meat,no connection
84ca074474b9b6ad,I eat meat at least once a day,I enjoy eating meat,support
84ca074474b9b6ad,I eat less pork than before,Meat is a good source of protein,support
84ca074474b9b6ad,I eat meat at least once a day,Meat is a good source of protein,support
84ca074474b9b6ad,I enjoy breakfast less than before,My friends eat more red meat,no connection
84ca074474b9b6ad,I enjoy breakfast less than before,I enjoy eating meat,conflict
84ca074474b9b6ad,I eat less pork than before,I eat meat at least once a day,conflict
84ca074474b9b6ad,I enjoy breakfast less than before,Meat is a good source of protein,no connection
84ca074474b9b6ad,I eat meat at least once a day,My parents avoid red meat,no connection
84ca074474b9b6ad,I eat meat at least once a day,My friends eat more red meat,no connection
7eefc6f2e7826814,Meat is my go-to protein,Other proteins lack enough iron,support
7eefc6f2e7826814,I often incorporate meat into meals,I start meals with protein,support
7eefc6f2e7826814,I tried other protein sources,Other proteins lack enough iron,support
7eefc6f2e7826814,Other proteins have more fat and carbohydrates,Other proteins lack enough iron,support
7eefc6f2e7826814,I often incorporate meat into meals,Other proteins have more fat and carbohydrates,support
7eefc6f2e7826814,Meat is my go-to protein,People close to me eat meat regularly,support
7eefc6f2e7826814,Other proteins have more fat and carbohydrates,People close to me eat meat regularly,support
7eefc6f2e7826814,Meat is an efficient protein source,Other proteins lack enough iron,support
7eefc6f2e7826814,I often incorporate meat into meals,I tried other protein sources,support
9d41a316406ab604,I sometimes skip meat in meals,My culture includes meat in celebrations,conflict
9d41a316406ab604,I crave meat sometimes,I sometimes skip meat in meals,conflict
9d41a316406ab604,Documentaries made me more mindful of meat,I eat meat once or twice daily,conflict
9d41a316406ab604,I consider cost when choosing meals,My culture includes meat in celebrations,support
9d41a316406ab604,I eat meat once or twice daily,My culture includes meat in celebrations,support
9d41a316406ab604,I consider cost when choosing meals,I sometimes skip meat in meals,conflict
9d41a316406ab604,Documentaries made me more mindful of meat,I consider cost when choosing meals,conflict
9d41a316406ab604,I crave meat sometimes,I eat meat once or twice daily,support
9d41a316406ab604,I consider health when choosing meals,I eat meat once or twice daily,conflict
f8610fec106ff80d,I want to reduce beef consumption,My boyfriend prefers eating chicken,support
f8610fec106ff80d,"I eat beef, chicken, and pork",I want to reduce beef consumption,support
f8610fec106ff80d,I alternate between chicken and beef,I avoid pork at home,support
f8610fec106ff80d,Eating chicken is better for health,My boyfriend prefers eating chicken,support
