key,stance_1,stance_2,canvas
ac2d736537b2aa39,I dislike tofu,I want to get protein from meat,support
ac2d736537b2aa39,I approve eating animals if not cruel,I sometimes choose meat with fewer antibiotics,support
ac2d736537b2aa39,I eat meat regularly,I like the taste of meat,support
ac2d736537b2aa39,I eat meat regularly,I like the texture of meat,support
ac2d736537b2aa39,I eat meat regularly,My family has always eaten meat,support
ac2d736537b2aa39,I approve eating animals if not cruel,I dislike tofu,support
ac2d736537b2aa39,I approve eating animals if not cruel,I dislike tofu,conflict
87e1dbf2ddd33fb1,I limit meat to two or three days weekly,My mom encourages eating less meat for health,support
87e1dbf2ddd33fb1,My mom cares about animal welfare,My mom encourages eating less meat for health,support
87e1dbf2ddd33fb1,I am not a fan of pork,I limit meat to two or three days weekly,support
87e1dbf2ddd33fb1,I enjoy eating different kinds of meat,I question eating meat after seeing animal videos,conflict
87e1dbf2ddd33fb1,I am not a fan of pork,I enjoy eating different kinds of meat,conflict
87e1dbf2ddd33fb1,I enjoy eating different kinds of meat,I limit meat to two or three days weekly,conflict
d4cec8da03bc12ab,I aspire to eat less meat,Rising meat prices may reduce consumption,support
d4cec8da03bc12ab,I aspire to eat less meat,I eat meat out of habit,support
d4cec8da03bc12ab,I eat meat out of habit,Most family and friends eat meat,conflict
c842caeb15405a78,I avoid processed meats,My religion restricts some meats,support
c842caeb15405a78,I cook most meals at home,I eat meat with every meal,support
c842caeb15405a78,I prefer grass-fed meat,I select meat for health benefits,support
c842caeb15405a78,I am concerned about animal welfare,I eat less meat than before,support
c842caeb15405a78,I am concerned about animal welfare,I eat meat with every meal,conflict
c842caeb15405a78,I am concerned about animal welfare,I select meat for health benefits,conflict
c842caeb15405a78,I am concerned about animal welfare,I prefer grass-fed meat,conflict
740b157201268df1,I am an animal welfare advocate,My family values animal welfare,support
740b157201268df1,I am an animal welfare advocate,I seek ethically sourced meat,support
740b157201268df1,I seek ethically sourced meat,My family values animal welfare,support
740b157201268df1,I am an animal welfare advocate,I watch animal welfare documentaries,support
740b157201268df1,I seek ethically sourced meat,I watch animal welfare documentaries,support
740b157201268df1,I avoid eating octopus,My family values animal welfare,support
740b157201268df1,I am an animal welfare advocate,I avoid eating octopus,support
740b157201268df1,I avoid eating octopus,I watch animal welfare documentaries,support
740b157201268df1,I have health concerns,I reduce red meat consumption,support
740b157201268df1,I love the taste of meat,My family enjoys eating diverse foods,support
740b157201268df1,I reduce red meat consumption,I seek ethically sourced meat,support
740b157201268df1,I am an animal welfare advocate,I reduce red meat consumption,support
740b157201268df1,I reduce red meat consumption,I watch animal welfare documentaries,support
740b157201268df1,I reduce red meat consumption,My family values animal welfare,support
740b157201268df1,I am an animal welfare advocate,I love the taste of meat,conflict
740b157201268df1,I love the taste of meat,I watch animal welfare documentaries,conflict
740b157201268df1,My family enjoys eating diverse foods,My family values animal welfare,conflict
740b157201268df1,I have health concerns,I love the taste of meat,conflict
740b157201268df1,I avoid eating octopus,I love the taste of meat,conflict
740b157201268df1,I love the taste of meat,I reduce red meat consumption,conflict
740b157201268df1,I love the taste of meat,My family values animal welfare,conflict
b3f7e055bf4647c4,I eat meat regularly,I like meat's protein content,support
b3f7e055bf4647c4,I eat meat regularly,My family eats meat regularly,support
b3f7e055bf4647c4,I eat meat regularly,I enjoy the versatility of meat,support
b3f7e055bf4647c4,I have meatless meals to save money,I look for the best meat prices,support
b3f7e055bf4647c4,I have meatless meals to save money,My family eats meat regularly,conflict
b3f7e055bf4647c4,I eat meat regularly,I have meatless meals to save money,conflict
b3f7e055bf4647c4,I have meatless meals to save money,I like meat's protein content,conflict
b3f7e055bf4647c4,I enjoy the versatility of meat,I have meatless meals to save money,conflict
a7ac88105b8c14d3,I value the health benefits of meat,I want to get enough protein,support
a7ac88105b8c14d3,I am a heavy meat eater,I value the health benefits of meat,support
a7ac88105b8c14d3,I seek complete protein from meat,I want to get enough protein,support
a7ac88105b8c14d3,I am a heavy meat eater,I eat meat at most meals,support
a7ac88105b8c14d3,I plan meals around meat sales,I prefer beef over poultry,support
a7ac88105b8c14d3,I prefer beef over poultry,I seek complete protein from meat,support
a7ac88105b8c14d3,I eat meat at most meals,I value the health benefits of meat,support
a7ac88105b8c14d3,High meat prices affect my habits,I plan meals around meat sales,support
a7ac88105b8c14d3,High meat prices affect my habits,I prefer beef over poultry,conflict
a7ac88105b8c14d3,I plan meals around meat sales,I prefer beef over poultry,conflict
a7ac88105b8c14d3,High meat prices affect my habits,I want to get enough protein,conflict
a7ac88105b8c14d3,High meat prices affect my habits,I value the health benefits of meat,conflict
f323942068c63066,I feel guilty about animal suffering,I want animals to have decent lives,support
f323942068c63066,I discuss meat-eating with vegans,I want animals to have decent lives,support
f323942068c63066,I want animals to have decent lives,Social contacts are motivated by animal welfare,support
f323942068c63066,I eat meat at most meals,I love the taste of meat,support
f323942068c63066,I eat meat at most meals,I think meat is good for health,support
f323942068c63066,I eat meat at most meals,Meals without meat feel incomplete,support
f323942068c63066,I feel guilty about animal suffering,I love the taste of meat,conflict
f323942068c63066,I eat meat at most meals,I feel guilty about animal suffering,conflict
f323942068c63066,I feel guilty about animal suffering,Meals without meat feel incomplete,conflict
f323942068c63066,I feel guilty about animal suffering,I think meat is good for health,conflict
f323942068c63066,I eat meat at most meals,I want animals to have decent lives,conflict
f323942068c63066,I love the taste of meat,I want animals to have decent lives,conflict
f323942068c63066,I want animals to have decent lives,Meals without meat feel incomplete,conflict
a3557ae863ad9e1d,I am a picky eater,I eat foods I like,support
a3557ae863ad9e1d,I am a picky eater,I eat a lot of chicken,support
a3557ae863ad9e1d,I eat a lot of chicken,I eat foods I like,support
a3557ae863ad9e1d,I am a picky eater,I eat beef occasionally,support
a3557ae863ad9e1d,I am a picky eater,I eat what is available,support
a3557ae863ad9e1d,I eat foods I like,I eat what is available,support
a3557ae863ad9e1d,I eat beef occasionally,I eat foods I like,support
a3557ae863ad9e1d,I eat a lot of chicken,I eat what is available,support
a3557ae863ad9e1d,I eat beef occasionally,I eat what is available,support
a3557ae863ad9e1d,I am a picky eater,Limited money sometimes reduces meat consumption,conflict
a3557ae863ad9e1d,I am a picky eater,Limited time sometimes reduces meat consumption,conflict
a3557ae863ad9e1d,I eat what is available,Limited time sometimes reduces meat consumption,conflict
a3557ae863ad9e1d,I eat what is available,Limited money sometimes reduces meat consumption,conflict
ad62d2edd2e18b97,I enjoy the taste of meat,I grew up eating meat,support
ad62d2edd2e18b97,I enjoy the taste of meat,Most people around me eat meat,support
ad62d2edd2e18b97,I eat meat in most meals,Most people around me eat meat,support
ad62d2edd2e18b97,Chicken is easy to cook and incorporate,I grew up eating meat,support
ad62d2edd2e18b97,I enjoy the taste of meat,I get satisfaction from eating meat,support
ad62d2edd2e18b97,I eat meat in most meals,I enjoy the taste of meat,support
ad62d2edd2e18b97,I am concerned about climate change,I eat less beef than I used to,support
ad62d2edd2e18b97,I am concerned about climate change,I hear about environmental impact in the news,support
ad62d2edd2e18b97,I do not desire beef as much,I eat less beef than I used to,support
ad62d2edd2e18b97,I am concerned about climate change,I enjoy the taste of meat,conflict
ad62d2edd2e18b97,I am concerned about climate change,I eat meat in most meals,conflict
ad62d2edd2e18b97,I do not desire beef as much,I eat meat in most meals,conflict
ad62d2edd2e18b97,I enjoy the taste of meat,I hear about environmental impact in the news,conflict
ad62d2edd2e18b97,I eat less beef than I used to,I enjoy the taste of meat,conflict
3828779ad7644dd3,I avoid eating swine,I believe animals should have ethical lives,support
3828779ad7644dd3,I believe animals should have ethical lives,I consider animal cruelty in my choices,support
3828779ad7644dd3,I plan to buy a whole cow,I try to buy ethically sourced meat,support
3828779ad7644dd3,I believe animals should have ethical lives,I try to buy ethically sourced meat,support
3828779ad7644dd3,Financial limitations affect my meat choices,I try to buy ethically sourced meat,conflict
3828779ad7644dd3,Financial limitations affect my meat choices,I plan to buy a whole cow,conflict
3828779ad7644dd3,Financial limitations affect my meat choices,I consider animal cruelty in my choices,conflict
41c5996495e366da,My dad and stepmom are vegetarians,Social contacts believe vegetarianism is healthier,support
41c5996495e366da,I eat meat two to three times weekly,I want to be healthier,support
41c5996495e366da,I care about the environment,I eat meat two to three times weekly,support
41c5996495e366da,I care about animal welfare,I eat meat two to three times weekly,support
41c5996495e366da,I care about animal welfare,I have trouble getting protein elsewhere,conflict
41c5996495e366da,I care about animal welfare,I have trouble getting enough iron,conflict
41c5996495e366da,Eating meat is a habit for me,I care about animal welfare,conflict
41c5996495e366da,I care about animal welfare,I eat meat two to three times weekly,conflict
54b98e8a7620dd67,I try to eat healthy fish,We believe fish and chicken are healthier,support
54b98e8a7620dd67,I try to eat healthy fish,I try to eat more chicken,support
54b98e8a7620dd67,I am motivated by health advice,We believe fish and chicken are healthier,support
54b98e8a7620dd67,I try to eat healthy fish,My social contacts follow similar eating habits,support
54b98e8a7620dd67,I eat steak as a reward,I try to eat healthy fish,conflict
54b98e8a7620dd67,I occasionally enjoy steak at restaurants,I try to eat healthy fish,conflict
54b98e8a7620dd67,I am motivated by health advice,I occasionally enjoy steak at restaurants,conflict
54b98e8a7620dd67,I eat steak as a reward,I try to cut down on red meat,conflict
54b98e8a7620dd67,I occasionally enjoy steak at restaurants,I try to cut down on red meat,conflict
4dc0b760b47b9e68,I believe meat is nutritious,I eat meat for protein,support
4dc0b760b47b9e68,I believe meat is nutritious,I eat meat for iron,support
4dc0b760b47b9e68,I believe meat is nutritious,I eat meat for healthy fats,support
4dc0b760b47b9e68,I eat meat for iron,I eat meat for protein,support
4dc0b760b47b9e68,I eat meat for healthy fats,I enjoy the taste of meat,support
4dc0b760b47b9e68,I eat meat for protein,I enjoy the taste of meat,support
4dc0b760b47b9e68,I eat meat for iron,I enjoy the taste of meat,support
4dc0b760b47b9e68,Convenience influences my meat consumption,I avoid meat when I don't crave it,support
4dc0b760b47b9e68,I believe meat is nutritious,I enjoy the taste of meat,support
4dc0b760b47b9e68,I enjoy the taste of meat,I sometimes eat meat during holidays,support
4dc0b760b47b9e68,I eat meat for protein,I sometimes skip meat to eat lighter,conflict
4dc0b760b47b9e68,I eat meat for iron,I sometimes skip meat to eat lighter,conflict
4dc0b760b47b9e68,I eat meat for healthy fats,I sometimes skip meat to eat lighter,conflict
4dc0b760b47b9e68,I believe meat is nutritious,I sometimes skip meat to eat lighter,conflict
4dc0b760b47b9e68,I enjoy the taste of meat,I sometimes skip meat to eat lighter,conflict
4dc0b760b47b9e68,I eat meat for healthy fats,Meat can be expensive for me,conflict
4dc0b760b47b9e68,I eat meat for protein,Meat can be expensive for me,conflict
4dc0b760b47b9e68,I eat meat for iron,Meat can be expensive for me,conflict
4dc0b760b47b9e68,I enjoy the taste of meat,Meat can be expensive for me,conflict
4dc0b760b47b9e68,I sometimes eat meat during holidays,I sometimes skip meat to eat lighter,conflict
4dc0b760b47b9e68,I avoid meat when I don't crave it,I eat meat for protein,conflict
5d841d10765ae730,I am concerned about my health,I sometimes skip meat for meals,support
5d841d10765ae730,I am concerned about my health,I am concerned about the environment,support
5d841d10765ae730,I sometimes avoid pork,I sometimes skip meat for meals,support
5d841d10765ae730,I am interested in trying new meats,I eat meat for most meals,support
5d841d10765ae730,I am concerned about the environment,I sometimes skip meat for meals,support
5d841d10765ae730,I am concerned about the environment,I sometimes avoid pork,support
5d841d10765ae730,I am concerned about my health,I sometimes avoid pork,support
5d841d10765ae730,I am concerned about the environment,I eat meat for most meals,conflict
5d841d10765ae730,I am concerned about the environment,I am interested in trying new meats,conflict
5d841d10765ae730,I eat meat for most meals,I sometimes skip meat for meals,conflict
5d841d10765ae730,I am concerned about my health,I eat meat for most meals,conflict
5d841d10765ae730,I am interested in trying new meats,I sometimes skip meat for meals,conflict
fabbe87caf2e1c00,I enjoy eating meat,I reduced pork consumption significantly,support
fabbe87caf2e1c00,I try to limit meat to once daily,People around me increasingly avoid meat,support
fabbe87caf2e1c00,I believe meat is nutritious,I enjoy eating meat,support
fabbe87caf2e1c00,I am concerned about animal welfare,I try to limit meat to once daily,support
fabbe87caf2e1c00,I am concerned about animal welfare,Social contacts care about animal welfare,support
fabbe87caf2e1c00,I believe meat impacts the environment,I try to limit meat to once daily,support
fabbe87caf2e1c00,I am concerned about animal welfare,I enjoy eating meat,conflict
fabbe87caf2e1c00,I believe meat is nutritious,People around me increasingly avoid meat,conflict
fabbe87caf2e1c00,I enjoy eating meat,I try to limit meat to once daily,conflict
fabbe87caf2e1c00,I enjoy eating meat,Social contacts care about animal welfare,conflict
fabbe87caf2e1c00,I believe meat impacts the environment,I enjoy eating meat,conflict
fabbe87caf2e1c00,I enjoy eating meat,I reduced pork consumption significantly,conflict
c425ac83f24beef2,I avoid red meat,I do not like red meat texture,support
c425ac83f24beef2,I avoid red meat,Red meat is unhealthy,support
c425ac83f24beef2,I avoid red meat,I do not like red meat taste,support
c425ac83f24beef2,I avoid red meat,I enjoy vegetables and salads,support
c425ac83f24beef2,I avoid red meat,I mainly eat chicken or fish,support
c425ac83f24beef2,I avoid red meat,My husband prefers red meat,conflict
c425ac83f24beef2,I avoid red meat,I wish more people would stop eating red meat,conflict
248480856d4a9c8c,I enjoy eating meat,Meat tastes good to me,support
248480856d4a9c8c,Meat is a cultural staple in my family,My wife's family raises cattle,support
248480856d4a9c8c,Meat is a cultural staple in my family,My family prefers steak,support
248480856d4a9c8c,"I prefer grass-fed, ethically treated beef",My wife's family raises cattle,support
248480856d4a9c8c,I eat beef and chicken regularly,I enjoy eating meat,support
248480856d4a9c8c,Meat is a good protein source,Meat tastes good to me,support
36d1ca03b3d61873,I eat more plant-based foods,I think balance with meat is important,support
36d1ca03b3d61873,I limit the meat that I eat,I want to avoid disease from meat,support
36d1ca03b3d61873,I feel better with less meat,I want to improve my digestion,support
36d1ca03b3d61873,I am concerned about hormones in meat,I sometimes eat lean meats like chicken,conflict
36d1ca03b3d61873,I feel better with less meat,I want to avoid disease from meat,conflict
5ae9064e5cbccf07,I believe meat is nutrient-rich,I want to get enough protein,support
5ae9064e5cbccf07,Meat is a cultural habit in my country,My family values nutrition knowledge,support
5ae9064e5cbccf07,I learned meat-eating from childhood,My family values nutrition knowledge,support
5ae9064e5cbccf07,I learned meat-eating from childhood,Meat is a cultural habit in my country,support
5ae9064e5cbccf07,I try to get enough protein from meat,I want to get enough protein,support
5ae9064e5cbccf07,I believe meat is nutrient-rich,I try to get enough protein from meat,support
5ae9064e5cbccf07,I can afford to buy fish,I eat more fish when more is available,support
5ae9064e5cbccf07,My family included meat in daily meals,My family values nutrition knowledge,support
5ae9064e5cbccf07,Meat is a cultural habit in my country,My family included meat in daily meals,support
5ae9064e5cbccf07,I learned meat-eating from childhood,My family included meat in daily meals,support
5ae9064e5cbccf07,I avoid pork,I want to get enough protein,conflict
5ae9064e5cbccf07,I avoid pork,I believe meat is nutrient-rich,conflict
5ae9064e5cbccf07,I avoid pork,I try to get enough protein from meat,conflict
0266776e84599980,Meat is part of almost every meal locally,People around me prefer meat with every meal,support
0266776e84599980,Meat is part of almost every meal locally,My preference for protein is fish or eggs,support
0266776e84599980,I am happy with vegetarian meals,I include meat to complete meals,support
0266776e84599980,I include meat to complete meals,Meat is part of almost every meal locally,conflict
0266776e84599980,I am happy with vegetarian meals,Meat is part of almost every meal locally,conflict
25d9c5f16c668c52,Christianity supports eating meat for me,I eat meat with most meals,support
25d9c5f16c668c52,I believe eating meat is healthy,I eat meat with most meals,support
25d9c5f16c668c52,I eat meat with most meals,I enjoy the flavor of some meats,support
25d9c5f16c668c52,I eat meat with most meals,I live in Texas where meat-eating is common,support
25d9c5f16c668c52,Everyone I know is a meat eater,I live in Texas where meat-eating is common,support
25d9c5f16c668c52,Eating meat is a habit for me,I eat meat with most meals,support
25d9c5f16c668c52,Christianity supports eating meat for me,I consider environmental impacts of eating meat,conflict
5e00cb1279c86d31,I believe eating less meat helps the environment,I think it's healthier to eat less meat,support
5e00cb1279c86d31,I believe eating less meat helps the environment,I wish I ate less meat,support
5e00cb1279c86d31,I am concerned about animal deaths,I believe eating less meat helps the environment,support
5e00cb1279c86d31,I think it's healthier to eat less meat,I wish I ate less meat,support
5e00cb1279c86d31,Eating meat is easy and convenient for me,Most people around me eat meat,support
5e00cb1279c86d31,I usually cook meat at home,Most people around me eat meat,support
5e00cb1279c86d31,I enjoy eating meat,I usually cook meat at home,support
5e00cb1279c86d31,Most people around me eat meat,My sister is a vegetarian,conflict
5e00cb1279c86d31,I believe eating less meat helps the environment,I enjoy eating meat,conflict
5e00cb1279c86d31,I enjoy eating meat,I wish I ate less meat,conflict
5e00cb1279c86d31,I am concerned about animal deaths,I enjoy eating meat,conflict
5e00cb1279c86d31,I enjoy eating meat,I think it's healthier to eat less meat,conflict
37899912f4a5a971,I have gained weight during menopause,I love the taste of red meat,support
37899912f4a5a971,I have financial limitations,Meat is too expensive for my budget,support
37899912f4a5a971,I avoid eating red meat,"I rarely eat steak, only every few months",support
37899912f4a5a971,I am concerned about health impacts,I discuss health risks with my friend,support
37899912f4a5a971,I avoid eating red meat,I love the taste of red meat,conflict
37899912f4a5a971,I am concerned about health impacts,I love the taste of red meat,conflict
37899912f4a5a971,I am concerned about health impacts,I discuss health risks with my friend,conflict
649f1789cf99857f,I eat meat regularly,Meat gives us protein,support
649f1789cf99857f,I eat meat regularly,Meat fuels my body,support
649f1789cf99857f,I eat meat regularly,My family are meat eaters,support
649f1789cf99857f,I eat meat regularly,I include meat while breastfeeding,support
649f1789cf99857f,I include meat while breastfeeding,My family are meat eaters,support
649f1789cf99857f,I include meat while breastfeeding,Meat fuels my body,support
649f1789cf99857f,Meat fuels my body,Meat gives us protein,support
649f1789cf99857f,I include meat while breastfeeding,Meat gives us protein,support
649f1789cf99857f,I am thinking of cutting back on pork,I watched informational videos against pork,support
649f1789cf99857f,I crave meat during pregnancy,I include meat while breastfeeding,support
649f1789cf99857f,I crave meat during pregnancy,My family are meat eaters,support
649f1789cf99857f,I crave meat during pregnancy,Meat fuels my body,support
649f1789cf99857f,I crave meat during pregnancy,I eat meat regularly,support
649f1789cf99857f,I watched informational videos against pork,My community discourages vegetarianism,support
649f1789cf99857f,My community discourages vegetarianism,Some family do not eat pork,support
649f1789cf99857f,I eat meat regularly,I watched informational videos against pork,conflict
649f1789cf99857f,I eat meat regularly,My community discourages vegetarianism,conflict
649f1789cf99857f,My community discourages vegetarianism,My family are meat eaters,conflict
649f1789cf99857f,I am thinking of cutting back on pork,My family are meat eaters,conflict
649f1789cf99857f,My family are meat eaters,Some family do not eat pork,conflict
3715bc392d7a07ee,Eating meat is normal for me,I enjoy eating meat,support
3715bc392d7a07ee,Eating meat is normal for me,I was raised eating meat,support
3715bc392d7a07ee,Eating meat is normal for me,My family all eat meat,support
3715bc392d7a07ee,Eating meat is normal for me,"I eat steak, chicken, pork, and lunch meat",support
3715bc392d7a07ee,Eating meat is normal for me,I do not want plant-based or lab-grown meat,conflict
3715bc392d7a07ee,Eating meat is normal for me,My fiance considered eating less meat for health,conflict
3715bc392d7a07ee,"I eat steak, chicken, pork, and lunch meat",My fiance considered eating less meat for health,conflict
3715bc392d7a07ee,I do not want plant-based or lab-grown meat,"I eat steak, chicken, pork, and lunch meat",conflict
3715bc392d7a07ee,I do not want plant-based or lab-grown meat,I was raised eating meat,conflict
3715bc392d7a07ee,I do not want plant-based or lab-grown meat,My family all eat meat,conflict
3715bc392d7a07ee,I do not want plant-based or lab-grown meat,I enjoy eating meat,conflict
68eaac889f651fe0,I avoid stories about animal welfare in meat,I eat meat daily,support
68eaac889f651fe0,I am obsessed with being a carnivore,I eat meat daily,support
68eaac889f651fe0,I eat meat daily,I feel a meal is incomplete without meat,support
68eaac889f651fe0,I have financial limitations,I look for meat deals when shopping,support
68eaac889f651fe0,I am obsessed with being a carnivore,I avoid stories about animal welfare in meat,conflict
68eaac889f651fe0,I eat meat daily,I have financial limitations,conflict
68eaac889f651fe0,I feel a meal is incomplete without meat,I have financial limitations,conflict
68eaac889f651fe0,I eat less beef and steak now,I eat meat daily,conflict
68eaac889f651fe0,I have financial limitations,My daughter loves meat,conflict
5c9113c3b7df8e3e,I prefer eating fresh meat,I value knowing what's in my food,support
5c9113c3b7df8e3e,I aim for dietary balance,I am concerned about chemical additives,support
5c9113c3b7df8e3e,Friends avoid chemical additives in food,I am concerned about chemical additives,support
5c9113c3b7df8e3e,Friends buy fresh meat from local farmers,I prefer eating fresh meat,support
f3cca123640d3386,I am trying to lose weight,I substitute red meat with chicken or turkey,support
f3cca123640d3386,I am trying to lose weight,I believe nutrients can come from non-meat sources,support
f3cca123640d3386,I am trying to lose weight,I occasionally eat red meat,support
f3cca123640d3386,I am trying to lose weight,I use meat alternatives like tofu and Gardein,support
f3cca123640d3386,I am trying to lose weight,My family is not adventurous with new foods,conflict
f3cca123640d3386,I am trying to lose weight,My family prefers traditional meat-heavy meals,conflict
f3cca123640d3386,I use meat alternatives like tofu and Gardein,My family prefers traditional meat-heavy meals,conflict
f3cca123640d3386,I use meat alternatives like tofu and Gardein,My family is not adventurous with new foods,conflict
f3cca123640d3386,I believe nutrients can come from non-meat sources,My family prefers traditional meat-heavy meals,conflict
2e7d088561cde19d,My eating habits influenced by my partner,My significant other has IBS,support
2e7d088561cde19d,My significant other has Crohn's,My significant other has IBS,support
2e7d088561cde19d,My eating habits influenced by my partner,My significant other has Crohn's,support
2e7d088561cde19d,I mostly eat chicken,My significant other mostly eats chicken,support
2e7d088561cde19d,I mostly eat chicken,My eating habits influenced by my partner,support
2e7d088561cde19d,My eating habits influenced by my partner,My significant other mostly eats chicken,support
2e7d088561cde19d,My significant other has IBS,Red meat upsets my stomach,support
2e7d088561cde19d,I mostly eat chicken,My mother prepares chicken for me at gatherings,support
2e7d088561cde19d,I rarely eat red meat,Red meat upsets my stomach,support
2e7d088561cde19d,My significant other has Crohn's,My significant other mostly eats chicken,support
2e7d088561cde19d,My significant other has IBS,My significant other mostly eats chicken,support
2e7d088561cde19d,I rarely eat red meat,My eating habits influenced by my partner,conflict
2e7d088561cde19d,I mostly eat chicken,Red meat upsets my stomach,conflict
2e7d088561cde19d,I mostly eat chicken,I rarely eat red meat,conflict
847c51b8edf36462,Everyone I know eats meat,I like eating meat,support
847c51b8edf36462,Everyone I know eats meat,Meat is a good source of protein,support
847c51b8edf36462,Everyone I know eats meat,Meat is easy to cook,support
847c51b8edf36462,Everyone I know eats meat,Meat is relatively cheap,support
847c51b8edf36462,Meat is relatively cheap,People close to me like meat,support
847c51b8edf36462,Meat is easy to cook,People close to me like meat,support
847c51b8edf36462,Meat is a good source of protein,People close to me like meat,support
847c51b8edf36462,I like eating meat,People close to me like meat,support
847c51b8edf36462,I eat meat every day,People close to me like meat,support
847c51b8edf36462,Everyone I know eats meat,I eat meat every day,support
30f98abadffddf8e,Family enjoys eating meat,I enjoy the taste of meat,support
30f98abadffddf8e,Meat provides essential amino acids,Meat supports my strength training,support
30f98abadffddf8e,Family enjoys eating meat,I eat meat every day,support
30f98abadffddf8e,I eat meat every day,Meat leaves me feeling satiated,support
30f98abadffddf8e,Eating meat is cultural in my family,My aunts eat more fish for health,conflict
9cb164abacf3625b,I am concerned about environmental impact,I eat meat most days,support
9cb164abacf3625b,I am concerned about environmental impact,I like the taste of meat,support
9cb164abacf3625b,I am concerned about environmental impact,I lack confidence cooking vegetarian meals,support
9cb164abacf3625b,I am concerned about environmental impact,My friends eat meat for convenience,support
9cb164abacf3625b,I lack confidence cooking vegetarian meals,My family sees meat as a meal staple,support
9cb164abacf3625b,I eat meat most days,I prefer convenient food options,conflict
9cb164abacf3625b,I eat meat most days,I like the taste of meat,conflict
9cb164abacf3625b,I eat meat most days,I want protein for energy and focus,conflict
9cb164abacf3625b,I eat meat most days,My friends eat meat for convenience,conflict
9cb164abacf3625b,I eat meat most days,My family sees meat as a meal staple,conflict
9cb164abacf3625b,I eat meat most days,Meat is believed essential for fitness in my group,conflict
9cb164abacf3625b,I want protein for energy and focus,Meat is believed essential for fitness in my group,conflict
9cb164abacf3625b,I prefer convenient food options,My friends eat meat for convenience,conflict
0abdb72dd1d9ebaf,I feel a meal is incomplete without meat,Meat was in every meal growing up,support
0abdb72dd1d9ebaf,Eating meat is my favorite thing,Meat was in every meal growing up,support
0abdb72dd1d9ebaf,Eating meat is a habit for me,Meat was in every meal growing up,support
0abdb72dd1d9ebaf,Beef and chicken are my most eaten meats,Meat was in every meal growing up,support
0abdb72dd1d9ebaf,Meat was in every meal growing up,People around me eat meat regularly,support
0abdb72dd1d9ebaf,I eat meat every day,Meat was in every meal growing up,support
0abdb72dd1d9ebaf,I love eating meat,Meat was in every meal growing up,support
95ad60153e77940d,I eat meat four to five nights weekly,My wife makes veggie dishes sometimes,support
95ad60153e77940d,I eat meat four to five nights weekly,I love the taste of meat,support
95ad60153e77940d,My wife cannot tolerate beef,My wife makes veggie dishes sometimes,support
95ad60153e77940d,I am aware of cruelty in the meat industry,I struggle with contradictions of eating meat,support
95ad60153e77940d,I struggle with contradictions of eating meat,The cost of living affects my choices,support
95ad60153e77940d,I love the taste of meat,I struggle with contradictions of eating meat,support
95ad60153e77940d,I am aware of cruelty in the meat industry,I love the taste of meat,conflict
95ad60153e77940d,I am aware of cruelty in the meat industry,I struggle with contradictions of eating meat,conflict
95ad60153e77940d,I am aware of cruelty in the meat industry,I eat meat four to five nights weekly,conflict
95ad60153e77940d,I am aware of cruelty in the meat industry,The cost of living affects my choices,conflict
57e921dbf3976ff9,I am health conscious about meat choice,I want to get enough protein,support
57e921dbf3976ff9,I am health conscious about meat choice,I choose meat for quality and health,support
57e921dbf3976ff9,Family plans meals around meat,I plan meals around meat,support
57e921dbf3976ff9,I plan meals around meat,Meat is the meal standard for me,support
6c13354781f251c4,I am an omnivore,I grew up eating meat,support
6c13354781f251c4,I am an omnivore,I am unlikely to change my habits,support
6c13354781f251c4,I am an omnivore,My wife has similar eating habits,support
6c13354781f251c4,I am an omnivore,I eat meat almost every day,support
6c13354781f251c4,I am an omnivore,I would prefer less interaction with killing animals,conflict
6c13354781f251c4,I am an omnivore,My son is vegan,conflict
6c13354781f251c4,I am an omnivore,I want a smaller environmental footprint,conflict
5dac8afcada7c2a4,I am a big animal lover,I do not eat meat,support
5dac8afcada7c2a4,I do not eat meat,Meat looks gross to me,support
5dac8afcada7c2a4,I am a big animal lover,I want more humane animal treatment,support
5dac8afcada7c2a4,I was raised eating meat,Most family members eat meat,support
5dac8afcada7c2a4,I occasionally eat shrimp,Significant other rarely eats meat,support
5dac8afcada7c2a4,I am a big animal lover,Meat looks gross to me,conflict
5dac8afcada7c2a4,I do not eat meat,I was raised eating meat,conflict
5dac8afcada7c2a4,I want more humane animal treatment,I was raised eating meat,conflict
5dac8afcada7c2a4,I want more humane animal treatment,Most family members eat meat,conflict
5dac8afcada7c2a4,I was raised eating meat,Significant other rarely eats meat,conflict
d59a7be61b6d34c0,I eat meat almost daily,I enjoy the taste of meat,support
d59a7be61b6d34c0,I enjoy the protein in meat,I enjoy the taste of meat,support
d59a7be61b6d34c0,I enjoy the protein in meat,Most people around me eat meat,support
d59a7be61b6d34c0,I am concerned about animal pain,I ate only free range for a year,support
d59a7be61b6d34c0,I am concerned about animal pain,I enjoy the taste of meat,conflict
d59a7be61b6d34c0,I am concerned about animal pain,I eat meat almost daily,conflict
d59a7be61b6d34c0,I am concerned about animal pain,I enjoy the protein in meat,conflict
d59a7be61b6d34c0,I am concerned about animal pain,Most people around me eat meat,conflict
d59a7be61b6d34c0,I ate only free range for a year,I eat meat almost daily,conflict
d59a7be61b6d34c0,I ate only free range for a year,I enjoy the taste of meat,conflict
d59a7be61b6d34c0,I ate only free range for a year,Most people around me eat meat,conflict
a46c865723cc0c1e,Eating meat is part of my routine,I eat meat two to three times daily,support
a46c865723cc0c1e,Eating meat is part of my routine,I try to include more protein,support
